"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 18, 2020","3,993.070","3,993.070","3,993.070","3,993.070","-","-0.18%"
"Dec 17, 2020","4,000.247","4,000.247","4,000.247","4,000.247","-","1.32%"
"Dec 16, 2020","3,948.011","3,948.011","3,948.011","3,948.011","-","0.32%"
"Dec 15, 2020","3,935.566","3,935.566","3,935.566","3,935.566","-","1.06%"
"Dec 14, 2020","3,894.113","3,894.113","3,894.113","3,894.113","-","0.72%"
"Dec 11, 2020","3,866.104","3,866.104","3,866.104","3,866.104","-","-0.85%"
"Dec 10, 2020","3,899.407","3,899.407","3,899.407","3,899.407","-","0.27%"
"Dec 09, 2020","3,888.968","3,888.968","3,888.968","3,888.968","-","-0.68%"
"Dec 08, 2020","3,915.601","3,915.601","3,915.601","3,915.601","-","-0.02%"
"Dec 07, 2020","3,916.541","3,916.541","3,916.541","3,916.541","-","0.30%"
"Dec 04, 2020","3,904.979","3,904.979","3,904.979","3,904.979","-","0.40%"
"Dec 03, 2020","3,889.484","3,889.484","3,889.484","3,889.484","-","1.46%"
"Dec 02, 2020","3,833.678","3,833.678","3,833.678","3,833.678","-","0.06%"
"Dec 01, 2020","3,831.512","3,831.512","3,831.512","3,831.512","-","1.56%"
"Nov 30, 2020","3,772.791","3,772.791","3,772.791","3,772.791","-","-1.28%"
"Nov 27, 2020","3,821.685","3,821.685","3,821.685","3,821.685","-","0.38%"
"Nov 26, 2020","3,807.230","3,807.230","3,807.230","3,807.230","-","-0.33%"
"Nov 25, 2020","3,819.919","3,819.919","3,819.919","3,819.919","-","0.40%"
"Nov 24, 2020","3,804.755","3,804.755","3,804.755","3,804.755","-","2.27%"
"Nov 23, 2020","3,720.222","3,720.222","3,720.222","3,720.222","-","0.77%"
"Nov 20, 2020","3,691.667","3,691.667","3,691.667","3,691.667","-","-0.17%"
"Nov 19, 2020","3,697.933","3,697.933","3,697.933","3,697.933","-","-0.16%"
"Nov 18, 2020","3,704.008","3,704.008","3,704.008","3,704.008","-","0.66%"
"Nov 17, 2020","3,679.833","3,679.833","3,679.833","3,679.833","-","1.18%"
"Nov 16, 2020","3,636.937","3,636.937","3,636.937","3,636.937","-","1.95%"
"Nov 13, 2020","3,567.413","3,567.413","3,567.413","3,567.413","-","0.78%"
"Nov 12, 2020","3,539.790","3,539.790","3,539.790","3,539.790","-","-1.38%"
"Nov 11, 2020","3,589.503","3,589.503","3,589.503","3,589.503","-","0.54%"
"Nov 10, 2020","3,570.336","3,570.336","3,570.336","3,570.336","-","0.53%"
"Nov 09, 2020","3,551.350","3,551.350","3,551.350","3,551.350","-","4.85%"
"Nov 06, 2020","3,387.011","3,387.011","3,387.011","3,387.011","-","0.34%"
"Nov 05, 2020","3,375.567","3,375.567","3,375.567","3,375.567","-","3.19%"
"Nov 04, 2020","3,271.270","3,271.270","3,271.270","3,271.270","-","1.65%"
"Nov 03, 2020","3,218.283","3,218.283","3,218.283","3,218.283","-","2.90%"
"Nov 02, 2020","3,127.636","3,127.636","3,127.636","3,127.636","-","1.47%"
"Oct 30, 2020","3,082.299","3,082.299","3,082.299","3,082.299","-","-1.09%"
"Oct 29, 2020","3,116.205","3,116.205","3,116.205","3,116.205","-","-0.04%"
"Oct 28, 2020","3,117.473","3,117.473","3,117.473","3,117.473","-","-3.89%"
"Oct 27, 2020","3,243.797","3,243.797","3,243.797","3,243.797","-","-0.49%"
"Oct 26, 2020","3,259.760","3,259.760","3,259.760","3,259.760","-","-1.87%"
"Oct 23, 2020","3,321.846","3,321.846","3,321.846","3,321.846","-","0.40%"
"Oct 22, 2020","3,308.550","3,308.550","3,308.550","3,308.550","-","0.91%"
"Oct 21, 2020","3,278.680","3,278.680","3,278.680","3,278.680","-","-0.27%"
"Oct 20, 2020","3,287.693","3,287.693","3,287.693","3,287.693","-","0.49%"
"Oct 19, 2020","3,271.648","3,271.648","3,271.648","3,271.648","-","-0.25%"
"Oct 16, 2020","3,279.718","3,279.718","3,279.718","3,279.718","-","1.63%"
"Oct 15, 2020","3,227.263","3,227.263","3,227.263","3,227.263","-","-1.39%"
"Oct 14, 2020","3,272.630","3,272.630","3,272.630","3,272.630","-","-0.29%"
"Oct 13, 2020","3,282.228","3,282.228","3,282.228","3,282.228","-","-0.66%"
"Oct 12, 2020","3,303.960","3,303.960","3,303.960","3,303.960","-","0.80%"
"Oct 09, 2020","3,277.613","3,277.613","3,277.613","3,277.613","-","0.71%"
"Oct 08, 2020","3,254.348","3,254.348","3,254.348","3,254.348","-","-0.00%"
"Oct 07, 2020","3,254.429","3,254.429","3,254.429","3,254.429","-","1.13%"
"Oct 06, 2020","3,217.979","3,217.979","3,217.979","3,217.979","-","-0.41%"
"Oct 05, 2020","3,231.114","3,231.114","3,231.114","3,231.114","-","1.65%"
"Oct 02, 2020","3,178.673","3,178.673","3,178.673","3,178.673","-","-0.89%"
"Oct 01, 2020","3,207.224","3,207.224","3,207.224","3,207.224","-","1.47%"
"Sep 30, 2020","3,160.734","3,160.734","3,160.734","3,160.734","-","0.06%"
"Sep 29, 2020","3,158.959","3,158.959","3,158.959","3,158.959","-","0.03%"
"Sep 28, 2020","3,157.944","3,157.944","3,157.944","3,157.944","-","2.20%"
"Sep 25, 2020","3,090.114","3,090.114","3,090.114","3,090.114","-","0.37%"
"Sep 24, 2020","3,078.693","3,078.693","3,078.693","3,078.693","-","-0.54%"
"Sep 23, 2020","3,095.473","3,095.473","3,095.473","3,095.473","-","-0.38%"
"Sep 22, 2020","3,107.419","3,107.419","3,107.419","3,107.419","-","-0.36%"
"Sep 21, 2020","3,118.641","3,118.641","3,118.641","3,118.641","-","-3.17%"
"Sep 18, 2020","3,220.823","3,220.823","3,220.823","3,220.823","-","-0.95%"
"Sep 17, 2020","3,251.830","3,251.830","3,251.830","3,251.830","-","-1.33%"
"Sep 16, 2020","3,295.805","3,295.805","3,295.805","3,295.805","-","0.11%"
"Sep 15, 2020","3,292.231","3,292.231","3,292.231","3,292.231","-","0.68%"
"Sep 14, 2020","3,270.090","3,270.090","3,270.090","3,270.090","-","1.91%"
"Sep 11, 2020","3,208.807","3,208.807","3,208.807","3,208.807","-","0.64%"
"Sep 10, 2020","3,188.507","3,188.507","3,188.507","3,188.507","-","0.74%"
"Sep 09, 2020","3,165.120","3,165.120","3,165.120","3,165.120","-","0.40%"
"Sep 08, 2020","3,152.408","3,152.408","3,152.408","3,152.408","-","-2.05%"
"Sep 07, 2020","3,218.288","3,218.288","3,218.288","3,218.288","-","0.83%"
"Sep 04, 2020","3,191.682","3,191.682","3,191.682","3,191.682","-","-0.52%"
"Sep 03, 2020","3,208.495","3,208.495","3,208.495","3,208.495","-","-1.19%"
"Sep 02, 2020","3,247.109","3,247.109","3,247.109","3,247.109","-","0.74%"
"Sep 01, 2020","3,223.299","3,223.299","3,223.299","3,223.299","-","0.06%"
"Aug 31, 2020","3,221.477","3,221.477","3,221.477","3,221.477","-","0.48%"
"Aug 28, 2020","3,206.031","3,206.031","3,206.031","3,206.031","-","0.99%"
"Aug 27, 2020","3,174.470","3,174.470","3,174.470","3,174.470","-","0.09%"
"Aug 26, 2020","3,171.460","3,171.460","3,171.460","3,171.460","-","0.92%"
"Aug 25, 2020","3,142.582","3,142.582","3,142.582","3,142.582","-","0.23%"
"Aug 24, 2020","3,135.294","3,135.294","3,135.294","3,135.294","-","1.75%"
"Aug 21, 2020","3,081.433","3,081.433","3,081.433","3,081.433","-","0.61%"
"Aug 20, 2020","3,062.889","3,062.889","3,062.889","3,062.889","-","-0.88%"
"Aug 19, 2020","3,090.085","3,090.085","3,090.085","3,090.085","-","0.07%"
"Aug 18, 2020","3,088.051","3,088.051","3,088.051","3,088.051","-","-0.19%"
"Aug 17, 2020","3,094.049","3,094.049","3,094.049","3,094.049","-","1.21%"
"Aug 14, 2020","3,057.004","3,057.004","3,057.004","3,057.004","-","-0.46%"
"Aug 13, 2020","3,071.148","3,071.148","3,071.148","3,071.148","-","0.65%"
"Aug 12, 2020","3,051.164","3,051.164","3,051.164","3,051.164","-","1.96%"
"Aug 11, 2020","2,992.573","2,992.573","2,992.573","2,992.573","-","1.68%"
"Aug 10, 2020","2,943.209","2,943.209","2,943.209","2,943.209","-","0.90%"
"Aug 07, 2020","2,917.069","2,917.069","2,917.069","2,917.069","-","-0.17%"
"Aug 06, 2020","2,922.025","2,922.025","2,922.025","2,922.025","-","-0.45%"
"Aug 05, 2020","2,935.146","2,935.146","2,935.146","2,935.146","-","1.30%"
"Aug 04, 2020","2,897.566","2,897.566","2,897.566","2,897.566","-","0.34%"
"Aug 03, 2020","2,887.646","2,887.646","2,887.646","2,887.646","-","0.92%"
"Jul 31, 2020","2,861.462","2,861.462","2,861.462","2,861.462","-","-1.76%"
"Jul 30, 2020","2,912.589","2,912.589","2,912.589","2,912.589","-","-1.14%"
"Jul 29, 2020","2,946.249","2,946.249","2,946.249","2,946.249","-","1.05%"
"Jul 28, 2020","2,915.762","2,915.762","2,915.762","2,915.762","-","-1.66%"
"Jul 27, 2020","2,965.091","2,965.091","2,965.091","2,965.091","-","2.32%"
"Jul 24, 2020","2,897.858","2,897.858","2,897.858","2,897.858","-","-2.18%"
"Jul 23, 2020","2,962.457","2,962.457","2,962.457","2,962.457","-","-0.94%"
"Jul 22, 2020","2,990.640","2,990.640","2,990.640","2,990.640","-","-0.16%"
"Jul 21, 2020","2,995.414","2,995.414","2,995.414","2,995.414","-","-0.08%"
"Jul 20, 2020","2,997.834","2,997.834","2,997.834","2,997.834","-","1.63%"
"Jul 17, 2020","2,949.616","2,949.616","2,949.616","2,949.616","-","-0.09%"
"Jul 16, 2020","2,952.132","2,952.132","2,952.132","2,952.132","-","-1.57%"
"Jul 15, 2020","2,999.077","2,999.077","2,999.077","2,999.077","-","2.61%"
"Jul 14, 2020","2,922.846","2,922.846","2,922.846","2,922.846","-","0.14%"
"Jul 13, 2020","2,918.705","2,918.705","2,918.705","2,918.705","-","0.04%"
"Jul 10, 2020","2,917.529","2,917.529","2,917.529","2,917.529","-","3.02%"
"Jul 09, 2020","2,831.986","2,831.986","2,831.986","2,831.986","-","-0.48%"
"Jul 08, 2020","2,845.692","2,845.692","2,845.692","2,845.692","-","-0.24%"
"Jul 07, 2020","2,852.416","2,852.416","2,852.416","2,852.416","-","-0.79%"
"Jul 06, 2020","2,875.033","2,875.033","2,875.033","2,875.033","-","3.99%"
"Jul 03, 2020","2,764.665","2,764.665","2,764.665","2,764.665","-","-0.31%"
"Jul 02, 2020","2,773.307","2,773.307","2,773.307","2,773.307","-","2.63%"
"Jul 01, 2020","2,702.252","2,702.252","2,702.252","2,702.252","-","0.65%"
"Jun 30, 2020","2,684.903","2,684.903","2,684.903","2,684.903","-","1.72%"
"Jun 29, 2020","2,639.603","2,639.603","2,639.603","2,639.603","-","1.92%"
"Jun 26, 2020","2,589.931","2,589.931","2,589.931","2,589.931","-","-1.49%"
"Jun 25, 2020","2,629.135","2,629.135","2,629.135","2,629.135","-","0.29%"
"Jun 24, 2020","2,621.646","2,621.646","2,621.646","2,621.646","-","-3.64%"
"Jun 23, 2020","2,720.695","2,720.695","2,720.695","2,720.695","-","1.51%"
"Jun 22, 2020","2,680.303","2,680.303","2,680.303","2,680.303","-","-0.28%"
"Jun 19, 2020","2,687.696","2,687.696","2,687.696","2,687.696","-","-0.61%"
"Jun 18, 2020","2,704.104","2,704.104","2,704.104","2,704.104","-","-0.01%"
"Jun 17, 2020","2,704.378","2,704.378","2,704.378","2,704.378","-","-0.23%"
"Jun 16, 2020","2,710.601","2,710.601","2,710.601","2,710.601","-","1.74%"
"Jun 15, 2020","2,664.325","2,664.325","2,664.325","2,664.325","-","0.05%"
"Jun 12, 2020","2,662.878","2,662.878","2,662.878","2,662.878","-","-0.33%"
"Jun 11, 2020","2,671.815","2,671.815","2,671.815","2,671.815","-","-5.60%"
"Jun 10, 2020","2,830.455","2,830.455","2,830.455","2,830.455","-","0.33%"
"Jun 09, 2020","2,821.248","2,821.248","2,821.248","2,821.248","-","-0.98%"
"Jun 08, 2020","2,849.070","2,849.070","2,849.070","2,849.070","-","1.50%"
"Jun 05, 2020","2,807.064","2,807.064","2,807.064","2,807.064","-","3.05%"
"Jun 04, 2020","2,723.930","2,723.930","2,723.930","2,723.930","-","0.22%"
"Jun 03, 2020","2,717.850","2,717.850","2,717.850","2,717.850","-","2.84%"
"Jun 02, 2020","2,642.693","2,642.693","2,642.693","2,642.693","-","1.36%"
"Jun 01, 2020","2,607.330","2,607.330","2,607.330","2,607.330","-","2.48%"
"May 29, 2020","2,544.322","2,544.322","2,544.322","2,544.322","-","-0.69%"
"May 28, 2020","2,561.880","2,561.880","2,561.880","2,561.880","-","0.43%"
"May 27, 2020","2,550.938","2,550.938","2,550.938","2,550.938","-","2.18%"
"May 26, 2020","2,496.593","2,496.593","2,496.593","2,496.593","-","3.23%"
"May 25, 2020","2,418.361","2,418.361","2,418.361","2,418.361","-","0.79%"
"May 22, 2020","2,399.323","2,399.323","2,399.323","2,399.323","-","-1.08%"
"May 21, 2020","2,425.429","2,425.429","2,425.429","2,425.429","-","-0.24%"
"May 20, 2020","2,431.357","2,431.357","2,431.357","2,431.357","-","1.24%"
"May 19, 2020","2,401.678","2,401.678","2,401.678","2,401.678","-","0.34%"
"May 18, 2020","2,393.565","2,393.565","2,393.565","2,393.565","-","5.06%"
"May 15, 2020","2,278.211","2,278.211","2,278.211","2,278.211","-","0.38%"
"May 14, 2020","2,269.573","2,269.573","2,269.573","2,269.573","-","-0.43%"
"May 13, 2020","2,279.324","2,279.324","2,279.324","2,279.324","-","-3.34%"
"May 12, 2020","2,357.976","2,357.976","2,357.976","2,357.976","-","-0.83%"
"May 11, 2020","2,377.607","2,377.607","2,377.607","2,377.607","-","-1.25%"
"May 08, 2020","2,407.736","2,407.736","2,407.736","2,407.736","-","3.05%"
"May 07, 2020","2,336.552","2,336.552","2,336.552","2,336.552","-","1.06%"
"May 06, 2020","2,312.150","2,312.150","2,312.150","2,312.150","-","-0.62%"
"May 05, 2020","2,326.594","2,326.594","2,326.594","2,326.594","-","0.35%"
"May 04, 2020","2,318.436","2,318.436","2,318.436","2,318.436","-","-1.02%"
"May 01, 2020","2,342.233","2,342.233","2,342.233","2,342.233","-","-2.43%"
"Apr 30, 2020","2,400.514","2,400.514","2,400.514","2,400.514","-","-1.75%"
"Apr 29, 2020","2,443.196","2,443.196","2,443.196","2,443.196","-","3.07%"
"Apr 28, 2020","2,370.501","2,370.501","2,370.501","2,370.501","-","0.66%"
"Apr 27, 2020","2,355.037","2,355.037","2,355.037","2,355.037","-","4.31%"
"Apr 24, 2020","2,257.725","2,257.725","2,257.725","2,257.725","-","-0.89%"
"Apr 23, 2020","2,277.982","2,277.982","2,277.982","2,277.982","-","0.50%"
"Apr 22, 2020","2,266.705","2,266.705","2,266.705","2,266.705","-","0.91%"
"Apr 21, 2020","2,246.229","2,246.229","2,246.229","2,246.229","-","-4.03%"
"Apr 20, 2020","2,340.494","2,340.494","2,340.494","2,340.494","-","-1.25%"
"Apr 17, 2020","2,370.016","2,370.016","2,370.016","2,370.016","-","4.24%"
"Apr 16, 2020","2,273.544","2,273.544","2,273.544","2,273.544","-","0.18%"
"Apr 15, 2020","2,269.477","2,269.477","2,269.477","2,269.477","-","-2.03%"
"Apr 14, 2020","2,316.400","2,316.400","2,316.400","2,316.400","-","3.00%"
"Apr 13, 2020","2,248.863","2,248.863","2,248.863","2,248.863","-","0.21%"
"Apr 10, 2020","2,244.229","2,244.229","2,244.229","2,244.229","-","-0.00%"
"Apr 09, 2020","2,244.255","2,244.255","2,244.255","2,244.255","-","2.69%"
"Apr 08, 2020","2,185.437","2,185.437","2,185.437","2,185.437","-","1.41%"
"Apr 07, 2020","2,155.144","2,155.144","2,155.144","2,155.144","-","3.43%"
"Apr 06, 2020","2,083.651","2,083.651","2,083.651","2,083.651","-","6.39%"
"Apr 03, 2020","1,958.508","1,958.508","1,958.508","1,958.508","-","-0.96%"
"Apr 02, 2020","1,977.532","1,977.532","1,977.532","1,977.532","-","-1.40%"
"Apr 01, 2020","2,005.635","2,005.635","2,005.635","2,005.635","-","-5.42%"
"Mar 31, 2020","2,120.589","2,120.589","2,120.589","2,120.589","-","-0.48%"
"Mar 30, 2020","2,130.781","2,130.781","2,130.781","2,130.781","-","-0.29%"
"Mar 27, 2020","2,137.046","2,137.046","2,137.046","2,137.046","-","-4.18%"
"Mar 26, 2020","2,230.288","2,230.288","2,230.288","2,230.288","-","2.42%"
"Mar 25, 2020","2,177.588","2,177.588","2,177.588","2,177.588","-","5.52%"
"Mar 24, 2020","2,063.692","2,063.692","2,063.692","2,063.692","-","11.24%"
"Mar 23, 2020","1,855.116","1,855.116","1,855.116","1,855.116","-","-2.23%"
"Mar 20, 2020","1,897.517","1,897.517","1,897.517","1,897.517","-","3.07%"
"Mar 19, 2020","1,840.946","1,840.946","1,840.946","1,840.946","-","3.39%"
"Mar 18, 2020","1,780.626","1,780.626","1,780.626","1,780.626","-","-6.67%"
"Mar 17, 2020","1,907.966","1,907.966","1,907.966","1,907.966","-","-0.30%"
"Mar 16, 2020","1,913.765","1,913.765","1,913.765","1,913.765","-","-9.62%"
"Mar 13, 2020","2,117.464","2,117.464","2,117.464","2,117.464","-","2.52%"
"Mar 12, 2020","2,065.480","2,065.480","2,065.480","2,065.480","-","-11.64%"
"Mar 11, 2020","2,337.635","2,337.635","2,337.635","2,337.635","-","-3.78%"
"Mar 10, 2020","2,429.533","2,429.533","2,429.533","2,429.533","-","1.58%"
"Mar 09, 2020","2,391.827","2,391.827","2,391.827","2,391.827","-","-7.50%"
"Mar 06, 2020","2,585.729","2,585.729","2,585.729","2,585.729","-","-1.64%"
"Mar 05, 2020","2,628.870","2,628.870","2,628.870","2,628.870","-","-2.72%"
"Mar 04, 2020","2,702.456","2,702.456","2,702.456","2,702.456","-","1.32%"
"Mar 03, 2020","2,667.374","2,667.374","2,667.374","2,667.374","-","-0.41%"
"Mar 02, 2020","2,678.443","2,678.443","2,678.443","2,678.443","-","2.31%"
"Feb 28, 2020","2,617.998","2,617.998","2,617.998","2,617.998","-","-0.81%"
"Feb 27, 2020","2,639.494","2,639.494","2,639.494","2,639.494","-","-3.75%"
"Feb 26, 2020","2,742.278","2,742.278","2,742.278","2,742.278","-","-1.19%"
"Feb 25, 2020","2,775.251","2,775.251","2,775.251","2,775.251","-","-2.52%"
"Feb 24, 2020","2,846.885","2,846.885","2,846.885","2,846.885","-","-4.85%"
"Feb 21, 2020","2,991.916","2,991.916","2,991.916","2,991.916","-","-1.20%"
"Feb 20, 2020","3,028.163","3,028.163","3,028.163","3,028.163","-","-1.17%"
"Feb 19, 2020","3,063.934","3,063.934","3,063.934","3,063.934","-","1.61%"
"Feb 18, 2020","3,015.414","3,015.414","3,015.414","3,015.414","-","-0.09%"
"Feb 17, 2020","3,018.110","3,018.110","3,018.110","3,018.110","-","0.10%"
"Feb 14, 2020","3,015.022","3,015.022","3,015.022","3,015.022","-","-0.72%"
"Feb 13, 2020","3,036.867","3,036.867","3,036.867","3,036.867","-","-0.09%"
"Feb 12, 2020","3,039.734","3,039.734","3,039.734","3,039.734","-","2.03%"
"Feb 11, 2020","2,979.255","2,979.255","2,979.255","2,979.255","-","0.47%"
"Feb 10, 2020","2,965.181","2,965.181","2,965.181","2,965.181","-","0.11%"
"Feb 07, 2020","2,961.851","2,961.851","2,961.851","2,961.851","-","-1.35%"
"Feb 06, 2020","3,002.381","3,002.381","3,002.381","3,002.381","-","0.57%"
"Feb 05, 2020","2,985.292","2,985.292","2,985.292","2,985.292","-","-1.36%"
"Feb 04, 2020","3,026.547","3,026.547","3,026.547","3,026.547","-","3.04%"
"Feb 03, 2020","2,937.204","2,937.204","2,937.204","2,937.204","-","2.08%"
"Jan 31, 2020","2,877.225","2,877.225","2,877.225","2,877.225","-","-0.82%"
"Jan 30, 2020","2,900.898","2,900.898","2,900.898","2,900.898","-","-0.09%"
"Jan 29, 2020","2,903.557","2,903.557","2,903.557","2,903.557","-","-0.16%"
"Jan 28, 2020","2,908.173","2,908.173","2,908.173","2,908.173","-","0.82%"
"Jan 27, 2020","2,884.595","2,884.595","2,884.595","2,884.595","-","-3.04%"
"Jan 24, 2020","2,975.096","2,975.096","2,975.096","2,975.096","-","-0.72%"
"Jan 23, 2020","2,996.772","2,996.772","2,996.772","2,996.772","-","-1.34%"
"Jan 22, 2020","3,037.551","3,037.551","3,037.551","3,037.551","-","-0.03%"
"Jan 21, 2020","3,038.463","3,038.463","3,038.463","3,038.463","-","-0.95%"
"Jan 20, 2020","3,067.666","3,067.666","3,067.666","3,067.666","-","-0.97%"
"Jan 17, 2020","3,097.804","3,097.804","3,097.804","3,097.804","-","0.72%"
"Jan 16, 2020","3,075.762","3,075.762","3,075.762","3,075.762","-","0.23%"
"Jan 15, 2020","3,068.610","3,068.610","3,068.610","3,068.610","-","0.03%"
"Jan 14, 2020","3,067.718","3,067.718","3,067.718","3,067.718","-","0.73%"
"Jan 13, 2020","3,045.421","3,045.421","3,045.421","3,045.421","-","1.19%"
"Jan 10, 2020","3,009.721","3,009.721","3,009.721","3,009.721","-","-0.13%"
"Jan 09, 2020","3,013.753","3,013.753","3,013.753","3,013.753","-","0.24%"
"Jan 08, 2020","3,006.654","3,006.654","3,006.654","3,006.654","-","0.54%"
"Jan 07, 2020","2,990.500","2,990.500","2,990.500","2,990.500","-","0.41%"
"Jan 06, 2020","2,978.315","2,978.315","2,978.315","2,978.315","-","-0.33%"
"Jan 03, 2020","2,988.136","2,988.136","2,988.136","2,988.136","-","-0.45%"
"Jan 02, 2020","3,001.498","3,001.498","3,001.498","3,001.498","-","0.92%"
"Dec 31, 2019","2,974.135","2,974.135","2,974.135","2,974.135","-","0.09%"
"Dec 30, 2019","2,971.416","2,971.416","2,971.416","2,971.416","-","-0.59%"
"Dec 27, 2019","2,989.055","2,989.055","2,989.055","2,989.055","-","0.45%"
"Dec 26, 2019","2,975.808","2,975.808","2,975.808","2,975.808","-","0.37%"
"Dec 25, 2019","2,964.934","2,964.934","2,964.934","2,964.934","-","-0.03%"
"Dec 24, 2019","2,965.773","2,965.773","2,965.773","2,965.773","-","0.19%"
"Dec 23, 2019","2,960.187","2,960.187","2,960.187","2,960.187","-","0.59%"
"Dec 20, 2019","2,942.875","2,942.875","2,942.875","2,942.875","-","0.62%"
"Dec 19, 2019","2,924.831","2,924.831","2,924.831","2,924.831","-","-0.05%"
"Dec 18, 2019","2,926.151","2,926.151","2,926.151","2,926.151","-","0.26%"
"Dec 17, 2019","2,918.466","2,918.466","2,918.466","2,918.466","-","-0.12%"
"Dec 16, 2019","2,922.106","2,922.106","2,922.106","2,922.106","-","1.04%"
"Dec 13, 2019","2,892.060","2,892.060","2,892.060","2,892.060","-","0.87%"
"Dec 12, 2019","2,867.244","2,867.244","2,867.244","2,867.244","-","0.97%"
"Dec 11, 2019","2,839.788","2,839.788","2,839.788","2,839.788","-","0.51%"
"Dec 10, 2019","2,825.432","2,825.432","2,825.432","2,825.432","-","0.02%"
"Dec 09, 2019","2,824.856","2,824.856","2,824.856","2,824.856","-","-0.20%"
"Dec 06, 2019","2,830.500","2,830.500","2,830.500","2,830.500","-","0.92%"
"Dec 05, 2019","2,804.655","2,804.655","2,804.655","2,804.655","-","0.35%"
"Dec 04, 2019","2,794.798","2,794.798","2,794.798","2,794.798","-","0.55%"
"Dec 03, 2019","2,779.470","2,779.470","2,779.470","2,779.470","-","-0.94%"
"Dec 02, 2019","2,805.824","2,805.824","2,805.824","2,805.824","-","-0.90%"
"Nov 29, 2019","2,831.274","2,831.274","2,831.274","2,831.274","-","-0.56%"
"Nov 28, 2019","2,847.278","2,847.278","2,847.278","2,847.278","-","-0.12%"
"Nov 27, 2019","2,850.569","2,850.569","2,850.569","2,850.569","-","0.54%"
"Nov 26, 2019","2,835.395","2,835.395","2,835.395","2,835.395","-","0.20%"
"Nov 25, 2019","2,829.667","2,829.667","2,829.667","2,829.667","-","1.25%"
"Nov 22, 2019","2,794.702","2,794.702","2,794.702","2,794.702","-","0.14%"
"Nov 21, 2019","2,790.896","2,790.896","2,790.896","2,790.896","-","-0.38%"
"Nov 20, 2019","2,801.604","2,801.604","2,801.604","2,801.604","-","-0.71%"
"Nov 19, 2019","2,821.650","2,821.650","2,821.650","2,821.650","-","0.12%"
"Nov 18, 2019","2,818.294","2,818.294","2,818.294","2,818.294","-","0.01%"
"Nov 15, 2019","2,818.104","2,818.104","2,818.104","2,818.104","-","0.93%"
"Nov 14, 2019","2,792.155","2,792.155","2,792.155","2,792.155","-","0.07%"
"Nov 13, 2019","2,790.313","2,790.313","2,790.313","2,790.313","-","-0.15%"
"Nov 12, 2019","2,794.486","2,794.486","2,794.486","2,794.486","-","0.10%"
"Nov 11, 2019","2,791.664","2,791.664","2,791.664","2,791.664","-","-0.19%"
"Nov 08, 2019","2,797.113","2,797.113","2,797.113","2,797.113","-","-0.82%"
"Nov 07, 2019","2,820.370","2,820.370","2,820.370","2,820.370","-","0.77%"
"Nov 06, 2019","2,798.876","2,798.876","2,798.876","2,798.876","-","-0.01%"
"Nov 05, 2019","2,799.088","2,799.088","2,799.088","2,799.088","-","-0.13%"
"Nov 04, 2019","2,802.837","2,802.837","2,802.837","2,802.837","-","1.08%"
"Nov 01, 2019","2,772.975","2,772.975","2,772.975","2,772.975","-","0.67%"
"Oct 31, 2019","2,754.575","2,754.575","2,754.575","2,754.575","-","-0.15%"
"Oct 30, 2019","2,758.620","2,758.620","2,758.620","2,758.620","-","0.44%"
"Oct 29, 2019","2,746.476","2,746.476","2,746.476","2,746.476","-","-0.18%"
"Oct 28, 2019","2,751.306","2,751.306","2,751.306","2,751.306","-","0.61%"
"Oct 25, 2019","2,734.656","2,734.656","2,734.656","2,734.656","-","1.83%"
"Oct 24, 2019","2,685.443","2,685.443","2,685.443","2,685.443","-","1.34%"
"Oct 23, 2019","2,649.996","2,649.996","2,649.996","2,649.996","-","0.04%"
"Oct 22, 2019","2,648.961","2,648.961","2,648.961","2,648.961","-","0.21%"
"Oct 21, 2019","2,643.333","2,643.333","2,643.333","2,643.333","-","0.38%"
"Oct 18, 2019","2,633.414","2,633.414","2,633.414","2,633.414","-","-0.68%"
"Oct 17, 2019","2,651.376","2,651.376","2,651.376","2,651.376","-","0.19%"
"Oct 16, 2019","2,646.424","2,646.424","2,646.424","2,646.424","-","0.24%"
"Oct 15, 2019","2,640.011","2,640.011","2,640.011","2,640.011","-","0.78%"
"Oct 14, 2019","2,619.477","2,619.477","2,619.477","2,619.477","-","0.11%"
"Oct 11, 2019","2,616.629","2,616.629","2,616.629","2,616.629","-","1.83%"
"Oct 10, 2019","2,569.577","2,569.577","2,569.577","2,569.577","-","1.33%"
"Oct 09, 2019","2,535.905","2,535.905","2,535.905","2,535.905","-","0.97%"
"Oct 08, 2019","2,511.662","2,511.662","2,511.662","2,511.662","-","-1.26%"
"Oct 07, 2019","2,543.586","2,543.586","2,543.586","2,543.586","-","0.24%"
"Oct 04, 2019","2,537.505","2,537.505","2,537.505","2,537.505","-","0.43%"
"Oct 03, 2019","2,526.560","2,526.560","2,526.560","2,526.560","-","0.48%"
"Oct 02, 2019","2,514.369","2,514.369","2,514.369","2,514.369","-","-2.03%"
"Oct 01, 2019","2,566.423","2,566.423","2,566.423","2,566.423","-","-1.22%"
"Sep 30, 2019","2,598.198","2,598.198","2,598.198","2,598.198","-","0.52%"
"Sep 27, 2019","2,584.660","2,584.660","2,584.660","2,584.660","-","0.28%"
"Sep 26, 2019","2,577.320","2,577.320","2,577.320","2,577.320","-","-0.00%"
"Sep 25, 2019","2,577.442","2,577.442","2,577.442","2,577.442","-","-0.32%"
