"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 24, 2019","2,585.726","2,585.726","2,585.726","2,585.726","-","-0.62%"
"Sep 23, 2019","2,601.855","2,601.855","2,601.855","2,601.855","-","-0.69%"
"Sep 20, 2019","2,619.900","2,619.900","2,619.900","2,619.900","-","-0.49%"
"Sep 19, 2019","2,632.815","2,632.815","2,632.815","2,632.815","-","0.04%"
"Sep 18, 2019","2,631.872","2,631.872","2,631.872","2,631.872","-","-0.71%"
"Sep 17, 2019","2,650.650","2,650.650","2,650.650","2,650.650","-","0.11%"
"Sep 16, 2019","2,647.862","2,647.862","2,647.862","2,647.862","-","-1.67%"
"Sep 13, 2019","2,692.840","2,692.840","2,692.840","2,692.840","-","0.38%"
"Sep 12, 2019","2,682.576","2,682.576","2,682.576","2,682.576","-","0.38%"
"Sep 11, 2019","2,672.298","2,672.298","2,672.298","2,672.298","-","0.90%"
"Sep 10, 2019","2,648.496","2,648.496","2,648.496","2,648.496","-","-0.21%"
"Sep 09, 2019","2,654.023","2,654.023","2,654.023","2,654.023","-","0.25%"
"Sep 06, 2019","2,647.316","2,647.316","2,647.316","2,647.316","-","0.56%"
"Sep 05, 2019","2,632.569","2,632.569","2,632.569","2,632.569","-","1.80%"
"Sep 04, 2019","2,586.013","2,586.013","2,586.013","2,586.013","-","1.93%"
"Sep 03, 2019","2,536.961","2,536.961","2,536.961","2,536.961","-","-0.65%"
"Sep 02, 2019","2,553.515","2,553.515","2,553.515","2,553.515","-","-0.09%"
"Aug 30, 2019","2,555.835","2,555.835","2,555.835","2,555.835","-","0.14%"
"Aug 29, 2019","2,552.254","2,552.254","2,552.254","2,552.254","-","0.95%"
"Aug 28, 2019","2,528.112","2,528.112","2,528.112","2,528.112","-","0.24%"
"Aug 27, 2019","2,522.059","2,522.059","2,522.059","2,522.059","-","0.36%"
"Aug 26, 2019","2,513.084","2,513.084","2,513.084","2,513.084","-","0.35%"
"Aug 23, 2019","2,504.412","2,504.412","2,504.412","2,504.412","-","-1.70%"
"Aug 22, 2019","2,547.694","2,547.694","2,547.694","2,547.694","-","-0.51%"
"Aug 21, 2019","2,560.786","2,560.786","2,560.786","2,560.786","-","1.41%"
"Aug 20, 2019","2,525.114","2,525.114","2,525.114","2,525.114","-","-0.19%"
"Aug 19, 2019","2,529.985","2,529.985","2,529.985","2,529.985","-","2.13%"
"Aug 16, 2019","2,477.339","2,477.339","2,477.339","2,477.339","-","1.04%"
"Aug 15, 2019","2,451.938","2,451.938","2,451.938","2,451.938","-","-0.93%"
"Aug 14, 2019","2,474.959","2,474.959","2,474.959","2,474.959","-","-2.75%"
"Aug 13, 2019","2,544.859","2,544.859","2,544.859","2,544.859","-","0.37%"
"Aug 12, 2019","2,535.518","2,535.518","2,535.518","2,535.518","-","-1.10%"
"Aug 09, 2019","2,563.628","2,563.628","2,563.628","2,563.628","-","-0.85%"
"Aug 08, 2019","2,585.591","2,585.591","2,585.591","2,585.591","-","1.75%"
"Aug 07, 2019","2,541.116","2,541.116","2,541.116","2,541.116","-","0.59%"
"Aug 06, 2019","2,526.269","2,526.269","2,526.269","2,526.269","-","0.28%"
"Aug 05, 2019","2,519.277","2,519.277","2,519.277","2,519.277","-","-2.95%"
"Aug 02, 2019","2,595.854","2,595.854","2,595.854","2,595.854","-","-2.58%"
"Aug 01, 2019","2,664.576","2,664.576","2,664.576","2,664.576","-","-1.10%"
"Jul 31, 2019","2,694.100","2,694.100","2,694.100","2,694.100","-","-0.47%"
"Jul 30, 2019","2,706.788","2,706.788","2,706.788","2,706.788","-","-0.72%"
"Jul 29, 2019","2,726.320","2,726.320","2,726.320","2,726.320","-","-0.11%"
"Jul 26, 2019","2,729.309","2,729.309","2,729.309","2,729.309","-","-0.02%"
"Jul 25, 2019","2,729.790","2,729.790","2,729.790","2,729.790","-","-1.35%"
"Jul 24, 2019","2,767.040","2,767.040","2,767.040","2,767.040","-","0.20%"
"Jul 23, 2019","2,761.477","2,761.477","2,761.477","2,761.477","-","0.80%"
"Jul 22, 2019","2,739.543","2,739.543","2,739.543","2,739.543","-","-0.17%"
"Jul 19, 2019","2,744.224","2,744.224","2,744.224","2,744.224","-","0.03%"
"Jul 18, 2019","2,743.387","2,743.387","2,743.387","2,743.387","-","-0.37%"
"Jul 17, 2019","2,753.681","2,753.681","2,753.681","2,753.681","-","-0.51%"
"Jul 16, 2019","2,767.854","2,767.854","2,767.854","2,767.854","-","0.92%"
"Jul 15, 2019","2,742.672","2,742.672","2,742.672","2,742.672","-","0.14%"
"Jul 12, 2019","2,738.719","2,738.719","2,738.719","2,738.719","-","0.55%"
"Jul 11, 2019","2,723.761","2,723.761","2,723.761","2,723.761","-","0.45%"
"Jul 10, 2019","2,711.623","2,711.623","2,711.623","2,711.623","-","-0.11%"
"Jul 09, 2019","2,714.556","2,714.556","2,714.556","2,714.556","-","-0.54%"
"Jul 08, 2019","2,729.356","2,729.356","2,729.356","2,729.356","-","-0.10%"
"Jul 05, 2019","2,732.007","2,732.007","2,732.007","2,732.007","-","-0.61%"
"Jul 04, 2019","2,748.811","2,748.811","2,748.811","2,748.811","-","0.11%"
"Jul 03, 2019","2,745.833","2,745.833","2,745.833","2,745.833","-","0.70%"
"Jul 02, 2019","2,726.684","2,726.684","2,726.684","2,726.684","-","0.16%"
"Jul 01, 2019","2,722.312","2,722.312","2,722.312","2,722.312","-","0.17%"
"Jun 28, 2019","2,717.763","2,717.763","2,717.763","2,717.763","-","0.87%"
"Jun 27, 2019","2,694.240","2,694.240","2,694.240","2,694.240","-","0.71%"
"Jun 26, 2019","2,675.186","2,675.186","2,675.186","2,675.186","-","-0.23%"
"Jun 25, 2019","2,681.265","2,681.265","2,681.265","2,681.265","-","-0.93%"
"Jun 24, 2019","2,706.512","2,706.512","2,706.512","2,706.512","-","0.21%"
"Jun 21, 2019","2,700.859","2,700.859","2,700.859","2,700.859","-","-0.35%"
"Jun 20, 2019","2,710.367","2,710.367","2,710.367","2,710.367","-","0.96%"
"Jun 19, 2019","2,684.535","2,684.535","2,684.535","2,684.535","-","0.40%"
"Jun 18, 2019","2,673.854","2,673.854","2,673.854","2,673.854","-","1.71%"
"Jun 17, 2019","2,628.999","2,628.999","2,628.999","2,628.999","-","0.31%"
"Jun 14, 2019","2,620.855","2,620.855","2,620.855","2,620.855","-","-0.44%"
"Jun 13, 2019","2,632.496","2,632.496","2,632.496","2,632.496","-","-0.04%"
"Jun 12, 2019","2,633.546","2,633.546","2,633.546","2,633.546","-","-0.61%"
"Jun 11, 2019","2,649.827","2,649.827","2,649.827","2,649.827","-","0.64%"
"Jun 10, 2019","2,633.077","2,633.077","2,633.077","2,633.077","-","0.76%"
"Jun 07, 2019","2,613.241","2,613.241","2,613.241","2,613.241","-","1.42%"
"Jun 06, 2019","2,576.708","2,576.708","2,576.708","2,576.708","-","0.14%"
"Jun 05, 2019","2,573.045","2,573.045","2,573.045","2,573.045","-","0.84%"
"Jun 04, 2019","2,551.637","2,551.637","2,551.637","2,551.637","-","1.87%"
"Jun 03, 2019","2,504.860","2,504.860","2,504.860","2,504.860","-","0.32%"
"May 31, 2019","2,496.775","2,496.775","2,496.775","2,496.775","-","-1.00%"
"May 30, 2019","2,522.051","2,522.051","2,522.051","2,522.051","-","-0.03%"
"May 29, 2019","2,522.767","2,522.767","2,522.767","2,522.767","-","-1.76%"
"May 28, 2019","2,568.078","2,568.078","2,568.078","2,568.078","-","-0.13%"
"May 27, 2019","2,571.361","2,571.361","2,571.361","2,571.361","-","0.14%"
"May 24, 2019","2,567.665","2,567.665","2,567.665","2,567.665","-","0.16%"
"May 23, 2019","2,563.456","2,563.456","2,563.456","2,563.456","-","-1.64%"
"May 22, 2019","2,606.225","2,606.225","2,606.225","2,606.225","-","-0.46%"
"May 21, 2019","2,618.204","2,618.204","2,618.204","2,618.204","-","0.89%"
"May 20, 2019","2,595.062","2,595.062","2,595.062","2,595.062","-","-1.54%"
"May 17, 2019","2,635.568","2,635.568","2,635.568","2,635.568","-","-0.94%"
"May 16, 2019","2,660.662","2,660.662","2,660.662","2,660.662","-","0.07%"
"May 15, 2019","2,658.730","2,658.730","2,658.730","2,658.730","-","0.95%"
"May 14, 2019","2,633.813","2,633.813","2,633.813","2,633.813","-","1.12%"
"May 13, 2019","2,604.600","2,604.600","2,604.600","2,604.600","-","-2.56%"
"May 10, 2019","2,673.039","2,673.039","2,673.039","2,673.039","-","0.00%"
"May 09, 2019","2,672.919","2,672.919","2,672.919","2,672.919","-","-1.19%"
"May 08, 2019","2,705.062","2,705.062","2,705.062","2,705.062","-","0.35%"
"May 07, 2019","2,695.703","2,695.703","2,695.703","2,695.703","-","-1.44%"
"May 06, 2019","2,735.094","2,735.094","2,735.094","2,735.094","-","-1.67%"
"May 03, 2019","2,781.654","2,781.654","2,781.654","2,781.654","-","0.93%"
"May 02, 2019","2,755.932","2,755.932","2,755.932","2,755.932","-","-0.29%"
"May 01, 2019","2,764.057","2,764.057","2,764.057","2,764.057","-","0.16%"
"Apr 30, 2019","2,759.744","2,759.744","2,759.744","2,759.744","-","0.08%"
"Apr 29, 2019","2,757.661","2,757.661","2,757.661","2,757.661","-","0.15%"
"Apr 26, 2019","2,753.528","2,753.528","2,753.528","2,753.528","-","0.40%"
"Apr 25, 2019","2,742.539","2,742.539","2,742.539","2,742.539","-","-1.10%"
"Apr 24, 2019","2,772.949","2,772.949","2,772.949","2,772.949","-","-0.01%"
"Apr 23, 2019","2,773.236","2,773.236","2,773.236","2,773.236","-","0.26%"
"Apr 22, 2019","2,766.017","2,766.017","2,766.017","2,766.017","-","-0.56%"
"Apr 19, 2019","2,781.460","2,781.460","2,781.460","2,781.460","-","0.05%"
"Apr 18, 2019","2,780.002","2,780.002","2,780.002","2,780.002","-","-0.29%"
"Apr 17, 2019","2,788.092","2,788.092","2,788.092","2,788.092","-","0.66%"
"Apr 16, 2019","2,769.696","2,769.696","2,769.696","2,769.696","-","0.65%"
"Apr 15, 2019","2,751.925","2,751.925","2,751.925","2,751.925","-","0.15%"
"Apr 12, 2019","2,747.762","2,747.762","2,747.762","2,747.762","-","0.68%"
"Apr 11, 2019","2,729.319","2,729.319","2,729.319","2,729.319","-","0.78%"
"Apr 10, 2019","2,708.274","2,708.274","2,708.274","2,708.274","-","0.44%"
"Apr 09, 2019","2,696.427","2,696.427","2,696.427","2,696.427","-","-0.81%"
"Apr 08, 2019","2,718.331","2,718.331","2,718.331","2,718.331","-","-0.00%"
"Apr 05, 2019","2,718.461","2,718.461","2,718.461","2,718.461","-","0.24%"
"Apr 04, 2019","2,712.002","2,712.002","2,712.002","2,712.002","-","0.01%"
"Apr 03, 2019","2,711.717","2,711.717","2,711.717","2,711.717","-","0.67%"
"Apr 02, 2019","2,693.694","2,693.694","2,693.694","2,693.694","-","0.17%"
"Apr 01, 2019","2,689.209","2,689.209","2,689.209","2,689.209","-","1.60%"
"Mar 29, 2019","2,646.943","2,646.943","2,646.943","2,646.943","-","0.69%"
"Mar 28, 2019","2,628.780","2,628.780","2,628.780","2,628.780","-","0.57%"
"Mar 27, 2019","2,613.892","2,613.892","2,613.892","2,613.892","-","0.08%"
"Mar 26, 2019","2,611.730","2,611.730","2,611.730","2,611.730","-","0.32%"
"Mar 25, 2019","2,603.301","2,603.301","2,603.301","2,603.301","-","0.21%"
"Mar 22, 2019","2,597.789","2,597.789","2,597.789","2,597.789","-","-2.03%"
"Mar 21, 2019","2,651.735","2,651.735","2,651.735","2,651.735","-","0.59%"
"Mar 20, 2019","2,636.132","2,636.132","2,636.132","2,636.132","-","-0.91%"
"Mar 19, 2019","2,660.309","2,660.309","2,660.309","2,660.309","-","0.55%"
"Mar 18, 2019","2,645.773","2,645.773","2,645.773","2,645.773","-","0.31%"
"Mar 15, 2019","2,637.466","2,637.466","2,637.466","2,637.466","-","0.53%"
"Mar 14, 2019","2,623.457","2,623.457","2,623.457","2,623.457","-","0.31%"
"Mar 13, 2019","2,615.242","2,615.242","2,615.242","2,615.242","-","0.54%"
"Mar 12, 2019","2,601.323","2,601.323","2,601.323","2,601.323","-","0.00%"
"Mar 11, 2019","2,601.251","2,601.251","2,601.251","2,601.251","-","0.67%"
"Mar 08, 2019","2,583.879","2,583.879","2,583.879","2,583.879","-","-0.41%"
"Mar 07, 2019","2,594.441","2,594.441","2,594.441","2,594.441","-","-0.95%"
"Mar 06, 2019","2,619.323","2,619.323","2,619.323","2,619.323","-","-0.56%"
"Mar 05, 2019","2,634.145","2,634.145","2,634.145","2,634.145","-","-0.48%"
"Mar 04, 2019","2,646.959","2,646.959","2,646.959","2,646.959","-","-0.60%"
"Mar 01, 2019","2,662.952","2,662.952","2,662.952","2,662.952","-","0.71%"
"Feb 28, 2019","2,644.263","2,644.263","2,644.263","2,644.263","-","-0.29%"
"Feb 27, 2019","2,652.047","2,652.047","2,652.047","2,652.047","-","0.05%"
"Feb 26, 2019","2,650.618","2,650.618","2,650.618","2,650.618","-","0.27%"
"Feb 25, 2019","2,643.555","2,643.555","2,643.555","2,643.555","-","0.68%"
"Feb 22, 2019","2,625.702","2,625.702","2,625.702","2,625.702","-","0.55%"
"Feb 21, 2019","2,611.234","2,611.234","2,611.234","2,611.234","-","0.14%"
"Feb 20, 2019","2,607.657","2,607.657","2,607.657","2,607.657","-","0.66%"
"Feb 19, 2019","2,590.575","2,590.575","2,590.575","2,590.575","-","0.16%"
"Feb 18, 2019","2,586.450","2,586.450","2,586.450","2,586.450","-","0.44%"
"Feb 15, 2019","2,575.008","2,575.008","2,575.008","2,575.008","-","0.68%"
"Feb 14, 2019","2,557.573","2,557.573","2,557.573","2,557.573","-","-0.95%"
"Feb 13, 2019","2,582.061","2,582.061","2,582.061","2,582.061","-","1.07%"
"Feb 12, 2019","2,554.808","2,554.808","2,554.808","2,554.808","-","1.14%"
"Feb 11, 2019","2,526.021","2,526.021","2,526.021","2,526.021","-","0.55%"
"Feb 08, 2019","2,512.240","2,512.240","2,512.240","2,512.240","-","-0.69%"
"Feb 07, 2019","2,529.652","2,529.652","2,529.652","2,529.652","-","-1.59%"
"Feb 06, 2019","2,570.432","2,570.432","2,570.432","2,570.432","-","-0.32%"
"Feb 05, 2019","2,578.765","2,578.765","2,578.765","2,578.765","-","1.75%"
"Feb 04, 2019","2,534.472","2,534.472","2,534.472","2,534.472","-","-0.38%"
"Feb 01, 2019","2,544.266","2,544.266","2,544.266","2,544.266","-","0.87%"
"Jan 31, 2019","2,522.427","2,522.427","2,522.427","2,522.427","-","1.21%"
"Jan 30, 2019","2,492.314","2,492.314","2,492.314","2,492.314","-","1.94%"
"Jan 29, 2019","2,444.884","2,444.884","2,444.884","2,444.884","-","-0.16%"
"Jan 28, 2019","2,448.764","2,448.764","2,448.764","2,448.764","-","-0.15%"
"Jan 25, 2019","2,452.512","2,452.512","2,452.512","2,452.512","-","1.48%"
"Jan 24, 2019","2,416.681","2,416.681","2,416.681","2,416.681","-","0.40%"
"Jan 23, 2019","2,407.007","2,407.007","2,407.007","2,407.007","-","-0.01%"
"Jan 22, 2019","2,407.181","2,407.181","2,407.181","2,407.181","-","-0.81%"
"Jan 21, 2019","2,426.744","2,426.744","2,426.744","2,426.744","-","0.30%"
"Jan 18, 2019","2,419.595","2,419.595","2,419.595","2,419.595","-","1.35%"
"Jan 17, 2019","2,387.268","2,387.268","2,387.268","2,387.268","-","0.24%"
"Jan 16, 2019","2,381.556","2,381.556","2,381.556","2,381.556","-","-0.20%"
"Jan 15, 2019","2,386.428","2,386.428","2,386.428","2,386.428","-","0.52%"
"Jan 14, 2019","2,374.008","2,374.008","2,374.008","2,374.008","-","-1.02%"
"Jan 11, 2019","2,398.580","2,398.580","2,398.580","2,398.580","-","-0.04%"
"Jan 10, 2019","2,399.526","2,399.526","2,399.526","2,399.526","-","-0.69%"
"Jan 09, 2019","2,416.131","2,416.131","2,416.131","2,416.131","-","1.34%"
"Jan 08, 2019","2,384.283","2,384.283","2,384.283","2,384.283","-","1.29%"
"Jan 07, 2019","2,353.985","2,353.985","2,353.985","2,353.985","-","1.12%"
"Jan 04, 2019","2,328.023","2,328.023","2,328.023","2,328.023","-","3.19%"
"Jan 03, 2019","2,256.021","2,256.021","2,256.021","2,256.021","-","-2.31%"
"Jan 02, 2019","2,309.314","2,309.314","2,309.314","2,309.314","-","-1.29%"
"Dec 31, 2018","2,339.566","2,339.566","2,339.566","2,339.566","-","1.01%"
"Dec 28, 2018","2,316.184","2,316.184","2,316.184","2,316.184","-","1.54%"
"Dec 27, 2018","2,281.149","2,281.149","2,281.149","2,281.149","-","-0.30%"
"Dec 26, 2018","2,288.064","2,288.064","2,288.064","2,288.064","-","2.22%"
"Dec 25, 2018","2,238.390","2,238.390","2,238.390","2,238.390","-","-0.24%"
"Dec 24, 2018","2,243.800","2,243.800","2,243.800","2,243.800","-","-1.77%"
"Dec 21, 2018","2,284.286","2,284.286","2,284.286","2,284.286","-","-0.22%"
"Dec 20, 2018","2,289.290","2,289.290","2,289.290","2,289.290","-","-2.20%"
"Dec 19, 2018","2,340.790","2,340.790","2,340.790","2,340.790","-","-0.15%"
"Dec 18, 2018","2,344.400","2,344.400","2,344.400","2,344.400","-","-0.25%"
"Dec 17, 2018","2,350.175","2,350.175","2,350.175","2,350.175","-","-1.24%"
"Dec 14, 2018","2,379.692","2,379.692","2,379.692","2,379.692","-","-1.34%"
"Dec 13, 2018","2,411.990","2,411.990","2,411.990","2,411.990","-","0.00%"
"Dec 12, 2018","2,411.899","2,411.899","2,411.899","2,411.899","-","1.65%"
"Dec 11, 2018","2,372.744","2,372.744","2,372.744","2,372.744","-","0.97%"
"Dec 10, 2018","2,349.977","2,349.977","2,349.977","2,349.977","-","-1.25%"
"Dec 07, 2018","2,379.657","2,379.657","2,379.657","2,379.657","-","-1.24%"
"Dec 06, 2018","2,409.614","2,409.614","2,409.614","2,409.614","-","-1.81%"
"Dec 05, 2018","2,454.125","2,454.125","2,454.125","2,454.125","-","-0.75%"
"Dec 04, 2018","2,472.565","2,472.565","2,472.565","2,472.565","-","-2.14%"
"Dec 03, 2018","2,526.581","2,526.581","2,526.581","2,526.581","-","3.78%"
"Nov 30, 2018","2,434.512","2,434.512","2,434.512","2,434.512","-","-0.47%"
"Nov 29, 2018","2,446.037","2,446.037","2,446.037","2,446.037","-","0.01%"
"Nov 28, 2018","2,445.805","2,445.805","2,445.805","2,445.805","-","0.64%"
"Nov 27, 2018","2,430.229","2,430.229","2,430.229","2,430.229","-","-1.05%"
"Nov 26, 2018","2,456.124","2,456.124","2,456.124","2,456.124","-","1.46%"
"Nov 23, 2018","2,420.892","2,420.892","2,420.892","2,420.892","-","-0.39%"
"Nov 22, 2018","2,430.287","2,430.287","2,430.287","2,430.287","-","0.19%"
"Nov 21, 2018","2,425.628","2,425.628","2,425.628","2,425.628","-","1.02%"
"Nov 20, 2018","2,401.042","2,401.042","2,401.042","2,401.042","-","-1.55%"
"Nov 19, 2018","2,438.957","2,438.957","2,438.957","2,438.957","-","-1.17%"
"Nov 16, 2018","2,467.904","2,467.904","2,467.904","2,467.904","-","0.03%"
"Nov 15, 2018","2,467.080","2,467.080","2,467.080","2,467.080","-","-0.00%"
"Nov 14, 2018","2,467.146","2,467.146","2,467.146","2,467.146","-","0.06%"
"Nov 13, 2018","2,465.574","2,465.574","2,465.574","2,465.574","-","1.47%"
"Nov 12, 2018","2,429.781","2,429.781","2,429.781","2,429.781","-","-1.79%"
"Nov 09, 2018","2,473.958","2,473.958","2,473.958","2,473.958","-","-2.26%"
"Nov 08, 2018","2,531.227","2,531.227","2,531.227","2,531.227","-","-0.86%"
"Nov 07, 2018","2,553.263","2,553.263","2,553.263","2,553.263","-","0.79%"
"Nov 06, 2018","2,533.361","2,533.361","2,533.361","2,533.361","-","-0.38%"
"Nov 05, 2018","2,543.076","2,543.076","2,543.076","2,543.076","-","-0.64%"
"Nov 02, 2018","2,559.506","2,559.506","2,559.506","2,559.506","-","1.51%"
"Nov 01, 2018","2,521.529","2,521.529","2,521.529","2,521.529","-","2.26%"
"Oct 31, 2018","2,465.831","2,465.831","2,465.831","2,465.831","-","1.93%"
"Oct 30, 2018","2,419.142","2,419.142","2,419.142","2,419.142","-","0.52%"
"Oct 29, 2018","2,406.523","2,406.523","2,406.523","2,406.523","-","0.05%"
"Oct 26, 2018","2,405.342","2,405.342","2,405.342","2,405.342","-","-0.49%"
"Oct 25, 2018","2,417.301","2,417.301","2,417.301","2,417.301","-","1.72%"
"Oct 24, 2018","2,376.336","2,376.336","2,376.336","2,376.336","-","-1.20%"
"Oct 23, 2018","2,405.291","2,405.291","2,405.291","2,405.291","-","-1.08%"
"Oct 22, 2018","2,431.554","2,431.554","2,431.554","2,431.554","-","0.19%"
"Oct 19, 2018","2,426.876","2,426.876","2,426.876","2,426.876","-","-1.04%"
"Oct 18, 2018","2,452.483","2,452.483","2,452.483","2,452.483","-","-1.52%"
"Oct 17, 2018","2,490.231","2,490.231","2,490.231","2,490.231","-","-0.83%"
"Oct 16, 2018","2,511.148","2,511.148","2,511.148","2,511.148","-","1.97%"
"Oct 15, 2018","2,462.660","2,462.660","2,462.660","2,462.660","-","-0.59%"
"Oct 12, 2018","2,477.355","2,477.355","2,477.355","2,477.355","-","0.95%"
"Oct 11, 2018","2,453.972","2,453.972","2,453.972","2,453.972","-","-1.72%"
"Oct 10, 2018","2,497.046","2,497.046","2,497.046","2,497.046","-","-4.20%"
"Oct 09, 2018","2,606.586","2,606.586","2,606.586","2,606.586","-","0.16%"
"Oct 08, 2018","2,602.541","2,602.541","2,602.541","2,602.541","-","-1.25%"
"Oct 05, 2018","2,635.574","2,635.574","2,635.574","2,635.574","-","-1.11%"
"Oct 04, 2018","2,665.260","2,665.260","2,665.260","2,665.260","-","-2.71%"
"Oct 03, 2018","2,739.415","2,739.415","2,739.415","2,739.415","-","0.11%"
"Oct 02, 2018","2,736.396","2,736.396","2,736.396","2,736.396","-","-1.40%"
"Oct 01, 2018","2,775.155","2,775.155","2,775.155","2,775.155","-","0.80%"
"Sep 28, 2018","2,753.202","2,753.202","2,753.202","2,753.202","-","-1.06%"
"Sep 27, 2018","2,782.665","2,782.665","2,782.665","2,782.665","-","-0.15%"
"Sep 26, 2018","2,786.843","2,786.843","2,786.843","2,786.843","-","0.37%"
"Sep 25, 2018","2,776.613","2,776.613","2,776.613","2,776.613","-","-0.25%"
"Sep 24, 2018","2,783.692","2,783.692","2,783.692","2,783.692","-","-0.82%"
"Sep 21, 2018","2,806.621","2,806.621","2,806.621","2,806.621","-","0.81%"
"Sep 20, 2018","2,783.972","2,783.972","2,783.972","2,783.972","-","1.17%"
"Sep 19, 2018","2,751.877","2,751.877","2,751.877","2,751.877","-","0.12%"
"Sep 18, 2018","2,748.557","2,748.557","2,748.557","2,748.557","-","0.53%"
"Sep 17, 2018","2,734.093","2,734.093","2,734.093","2,734.093","-","-0.46%"
"Sep 14, 2018","2,746.818","2,746.818","2,746.818","2,746.818","-","0.84%"
"Sep 13, 2018","2,723.863","2,723.863","2,723.863","2,723.863","-","0.44%"
"Sep 12, 2018","2,711.847","2,711.847","2,711.847","2,711.847","-","1.09%"
"Sep 11, 2018","2,682.620","2,682.620","2,682.620","2,682.620","-","-0.64%"
"Sep 10, 2018","2,699.954","2,699.954","2,699.954","2,699.954","-","0.53%"
"Sep 07, 2018","2,685.778","2,685.778","2,685.778","2,685.778","-","-0.19%"
"Sep 06, 2018","2,690.786","2,690.786","2,690.786","2,690.786","-","-0.54%"
"Sep 05, 2018","2,705.510","2,705.510","2,705.510","2,705.510","-","-1.36%"
"Sep 04, 2018","2,742.854","2,742.854","2,742.854","2,742.854","-","-1.40%"
"Sep 03, 2018","2,781.909","2,781.909","2,781.909","2,781.909","-","-0.44%"
"Aug 31, 2018","2,794.106","2,794.106","2,794.106","2,794.106","-","-0.75%"
"Aug 30, 2018","2,815.298","2,815.298","2,815.298","2,815.298","-","-0.61%"
"Aug 29, 2018","2,832.586","2,832.586","2,832.586","2,832.586","-","0.10%"
"Aug 28, 2018","2,829.716","2,829.716","2,829.716","2,829.716","-","0.58%"
"Aug 27, 2018","2,813.276","2,813.276","2,813.276","2,813.276","-","1.17%"
"Aug 24, 2018","2,780.637","2,780.637","2,780.637","2,780.637","-","0.60%"
"Aug 23, 2018","2,764.169","2,764.169","2,764.169","2,764.169","-","-0.27%"
"Aug 22, 2018","2,771.704","2,771.704","2,771.704","2,771.704","-","0.16%"
"Aug 21, 2018","2,767.222","2,767.222","2,767.222","2,767.222","-","0.84%"
"Aug 20, 2018","2,744.085","2,744.085","2,744.085","2,744.085","-","1.22%"
"Aug 17, 2018","2,711.062","2,711.062","2,711.062","2,711.062","-","-0.14%"
"Aug 16, 2018","2,714.842","2,714.842","2,714.842","2,714.842","-","0.69%"
"Aug 15, 2018","2,696.285","2,696.285","2,696.285","2,696.285","-","-2.20%"
"Aug 14, 2018","2,756.849","2,756.849","2,756.849","2,756.849","-","0.18%"
"Aug 13, 2018","2,751.944","2,751.944","2,751.944","2,751.944","-","-0.51%"
"Aug 10, 2018","2,766.170","2,766.170","2,766.170","2,766.170","-","-1.71%"
"Aug 09, 2018","2,814.321","2,814.321","2,814.321","2,814.321","-","0.51%"
"Aug 08, 2018","2,800.106","2,800.106","2,800.106","2,800.106","-","-0.13%"
"Aug 07, 2018","2,803.624","2,803.624","2,803.624","2,803.624","-","1.32%"
"Aug 06, 2018","2,766.966","2,766.966","2,766.966","2,766.966","-","-0.14%"
"Aug 03, 2018","2,770.839","2,770.839","2,770.839","2,770.839","-","0.23%"
"Aug 02, 2018","2,764.463","2,764.463","2,764.463","2,764.463","-","-0.03%"
"Aug 01, 2018","2,765.305","2,765.305","2,765.305","2,765.305","-","-0.71%"
"Jul 31, 2018","2,784.983","2,784.983","2,784.983","2,784.983","-","0.21%"
"Jul 30, 2018","2,779.040","2,779.040","2,779.040","2,779.040","-","-0.55%"
"Jul 27, 2018","2,794.519","2,794.519","2,794.519","2,794.519","-","-1.09%"
"Jul 25, 2018","2,825.412","2,825.412","2,825.412","2,825.412","-","0.79%"
"Jul 24, 2018","2,803.322","2,803.322","2,803.322","2,803.322","-","0.35%"
"Jul 23, 2018","2,793.633","2,793.633","2,793.633","2,793.633","-","-0.30%"
"Jul 19, 2018","2,802.135","2,802.135","2,802.135","2,802.135","-","-0.41%"
"Jul 18, 2018","2,813.753","2,813.753","2,813.753","2,813.753","-","0.22%"
"Jul 17, 2018","2,807.475","2,807.475","2,807.475","2,807.475","-","0.56%"
"Jul 16, 2018","2,791.974","2,791.974","2,791.974","2,791.974","-","0.01%"
"Jul 13, 2018","2,791.731","2,791.731","2,791.731","2,791.731","-","0.67%"
"Jul 12, 2018","2,773.035","2,773.035","2,773.035","2,773.035","-","0.41%"
"Jul 11, 2018","2,761.610","2,761.610","2,761.610","2,761.610","-","-1.32%"
"Jul 10, 2018","2,798.549","2,798.549","2,798.549","2,798.549","-","0.60%"
"Jul 09, 2018","2,781.757","2,781.757","2,781.757","2,781.757","-","0.98%"
"Jul 06, 2018","2,754.875","2,754.875","2,754.875","2,754.875","-","0.64%"
"Jul 05, 2018","2,737.237","2,737.237","2,737.237","2,737.237","-","0.46%"
"Jul 04, 2018","2,724.719","2,724.719","2,724.719","2,724.719","-","-0.11%"
"Jul 03, 2018","2,727.718","2,727.718","2,727.718","2,727.718","-","-0.50%"
"Jul 02, 2018","2,741.383","2,741.383","2,741.383","2,741.383","-","-1.48%"
"Jun 29, 2018","2,782.620","2,782.620","2,782.620","2,782.620","-","1.77%"
"Jun 28, 2018","2,734.240","2,734.240","2,734.240","2,734.240","-","-0.47%"
"Jun 27, 2018","2,747.147","2,747.147","2,747.147","2,747.147","-","-0.63%"
