Thu Sep 09 2021 00:00:00 GMT+0700 (Indochina Time),$1186
Fri Sep 10 2021 00:00:00 GMT+0700 (Indochina Time),$1186
Sat Sep 11 2021 00:00:00 GMT+0700 (Indochina Time),$1175
Sun Sep 12 2021 00:00:00 GMT+0700 (Indochina Time),$1161
Mon Sep 13 2021 00:00:00 GMT+0700 (Indochina Time),$1161
Tue Sep 14 2021 00:00:00 GMT+0700 (Indochina Time),$1161
Wed Sep 15 2021 00:00:00 GMT+0700 (Indochina Time),$1165
Thu Sep 16 2021 00:00:00 GMT+0700 (Indochina Time),$1146
Fri Sep 17 2021 00:00:00 GMT+0700 (Indochina Time),$1161
Sat Sep 18 2021 00:00:00 GMT+0700 (Indochina Time),$1161
Sun Sep 19 2021 00:00:00 GMT+0700 (Indochina Time),$1171
Mon Sep 20 2021 00:00:00 GMT+0700 (Indochina Time),$1171
Tue Sep 21 2021 00:00:00 GMT+0700 (Indochina Time),$1171
Wed Sep 22 2021 00:00:00 GMT+0700 (Indochina Time),$1171
Thu Sep 23 2021 00:00:00 GMT+0700 (Indochina Time),$1138
Fri Sep 24 2021 00:00:00 GMT+0700 (Indochina Time),$1128
Sat Sep 25 2021 00:00:00 GMT+0700 (Indochina Time),$1128
Sun Sep 26 2021 00:00:00 GMT+0700 (Indochina Time),$1126
Mon Sep 27 2021 00:00:00 GMT+0700 (Indochina Time),$1126
Tue Sep 28 2021 00:00:00 GMT+0700 (Indochina Time),$1126
Wed Sep 29 2021 00:00:00 GMT+0700 (Indochina Time),$1136
Thu Sep 30 2021 00:00:00 GMT+0700 (Indochina Time),$1136
Fri Oct 01 2021 00:00:00 GMT+0700 (Indochina Time),$1136
Sat Oct 02 2021 00:00:00 GMT+0700 (Indochina Time),$1143
Sun Oct 03 2021 00:00:00 GMT+0700 (Indochina Time),$1143
Mon Oct 04 2021 00:00:00 GMT+0700 (Indochina Time),$1147
Tue Oct 05 2021 00:00:00 GMT+0700 (Indochina Time),$1147
Wed Oct 06 2021 00:00:00 GMT+0700 (Indochina Time),$1171
Thu Oct 07 2021 00:00:00 GMT+0700 (Indochina Time),$1210
Fri Oct 08 2021 00:00:00 GMT+0700 (Indochina Time),$1219
Sat Oct 09 2021 00:00:00 GMT+0700 (Indochina Time),$1219
Sun Oct 10 2021 00:00:00 GMT+0700 (Indochina Time),$1219
Mon Oct 11 2021 00:00:00 GMT+0700 (Indochina Time),$1227
Tue Oct 12 2021 00:00:00 GMT+0700 (Indochina Time),$1233
Wed Oct 13 2021 00:00:00 GMT+0700 (Indochina Time),$1233
Thu Oct 14 2021 00:00:00 GMT+0700 (Indochina Time),$1233
Fri Oct 15 2021 00:00:00 GMT+0700 (Indochina Time),$1236
Sat Oct 16 2021 00:00:00 GMT+0700 (Indochina Time),$1236
Sun Oct 17 2021 00:00:00 GMT+0700 (Indochina Time),$1236
Mon Oct 18 2021 00:00:00 GMT+0700 (Indochina Time),$1236
Tue Oct 19 2021 00:00:00 GMT+0700 (Indochina Time),$1229
Wed Oct 20 2021 00:00:00 GMT+0700 (Indochina Time),$1223
Thu Oct 21 2021 00:00:00 GMT+0700 (Indochina Time),$1223
Fri Oct 22 2021 00:00:00 GMT+0700 (Indochina Time),$1244
