Model,Predition,%Error,,,
A. Lange & Söhne 404.035,Next 90D,6.533411274,,,
A. Lange & Söhne 404.035,Next 90D,6.558318778,,,
A. Lange & Söhne 404.035,Next 90D,6.571121097,,,
A. Lange & Söhne 404.035,Next 90D,6.58124137,,,
A. Lange & Söhne 404.035,Next 90D,6.591105814,,,
A. Lange & Söhne 404.035,Next 90D,6.602691027,,,
A. Lange & Söhne 404.035,Next 90D,6.617069252,,,
A. Lange & Söhne 404.035,Next 90D,6.637212262,,,
A. Lange & Söhne 404.035,Next 90D,6.90543436,,,
A. Lange & Söhne 404.035,Next 90D,6.918979897,,,
A. Lange & Söhne 404.035,Next 90D,6.673254937,,,
A. Lange & Söhne 404.035,Next 90D,6.684168844,,,
A. Lange & Söhne 404.035,Next 90D,6.696947364,,,
A. Lange & Söhne 404.035,Next 90D,6.712466195,,,
A. Lange & Söhne 404.035,Next 90D,6.731064997,,,
A. Lange & Söhne 404.035,Next 90D,7.283605796,,,
A. Lange & Söhne 404.035,Next 90D,7.261053159,,,
A. Lange & Söhne 404.035,Next 90D,7.234184171,,,
A. Lange & Söhne 404.035,Next 90D,7.597188137,,,
A. Lange & Söhne 404.035,Next 90D,7.587201377,,,
A. Lange & Söhne 404.035,Next 90D,7.586389362,,,
A. Lange & Söhne 404.035,Next 90D,7.593368124,,,
A. Lange & Söhne 404.035,Next 90D,7.606806894,,,
A. Lange & Söhne 404.035,Next 90D,7.611428154,,,
A. Lange & Söhne 404.035,Next 90D,7.61560287,,,
A. Lange & Söhne 404.035,Next 90D,7.620878111,,,
A. Lange & Söhne 404.035,Next 90D,7.628693906,,,
A. Lange & Söhne 404.035,Next 90D,7.934727466,,,
A. Lange & Söhne 404.035,Next 90D,7.945166916,,,
A. Lange & Söhne 404.035,Next 90D,7.957206899,,,
A. Lange & Söhne 404.035,Next 90D,8.209465564,,,
A. Lange & Söhne 404.035,Next 90D,8.209162386,,,
A. Lange & Söhne 404.035,Next 90D,8.451024165,,,
A. Lange & Söhne 404.035,Next 90D,8.454589623,,,
A. Lange & Söhne 404.035,Next 90D,8.703835772,,,
A. Lange & Söhne 404.035,Next 90D,8.71226546,,,
A. Lange & Söhne 404.035,Next 90D,8.724678253,,,
A. Lange & Söhne 404.035,Next 90D,8.727790141,,,
A. Lange & Söhne 404.035,Next 90D,8.933019199,,,
A. Lange & Söhne 404.035,Next 90D,8.931800944,,,
A. Lange & Söhne 404.035,Next 90D,8.93333134,,,
A. Lange & Söhne 404.035,Next 90D,8.935924389,,,
A. Lange & Söhne 404.035,Next 90D,8.941742582,,,
A. Lange & Söhne 404.035,Next 90D,8.951713903,,,
A. Lange & Söhne 404.035,Next 90D,8.950421596,,,
A. Lange & Söhne 404.035,Next 90D,8.946556549,,,
A. Lange & Söhne 404.035,Next 90D,9.432001806,,,
A. Lange & Söhne 404.035,Next 90D,9.399566397,,,
A. Lange & Söhne 404.035,Next 90D,9.583181522,,,
A. Lange & Söhne 404.035,Next 90D,9.574517989,,,
A. Lange & Söhne 404.035,Next 90D,9.576253175,,,
A. Lange & Söhne 404.035,Next 90D,9.574396792,,,
A. Lange & Söhne 404.035,Next 90D,9.574826404,,,
Audemars Piguet 15202ST,Next 30D,3.245167618,,,
Audemars Piguet 15202ST,Next 30D,3.335467927,,,
Audemars Piguet 15202ST,Next 30D,3.070577105,,,
Audemars Piguet 15202ST,Next 30D,2.767732017,,,
Audemars Piguet 15202ST,Next 30D,2.502909566,,,
Audemars Piguet 15202ST,Next 30D,1.802103448,,,
Audemars Piguet 15202ST,Next 30D,1.861486983,,,
Audemars Piguet 15202ST,Next 30D,2.134024748,,,
Audemars Piguet 15202ST,Next 30D,2.478388123,,,
Audemars Piguet 15202ST,Next 30D,2.997295575,,,
Audemars Piguet 15202ST,Next 30D,2.685478127,,,
Audemars Piguet 15202ST,Next 30D,2.72366801,,,
Audemars Piguet 15202ST,Next 30D,2.674913914,,,
Audemars Piguet 15202ST,Next 30D,2.118115747,,,
Audemars Piguet 15202ST,Next 30D,2.013177213,,,
Audemars Piguet 15202ST,Next 30D,1.958894142,,,
Audemars Piguet 15202ST,Next 30D,2.078242288,,,
Audemars Piguet 15202ST,Next 30D,3.194232922,,,
Audemars Piguet 15202ST,Next 30D,3.098697378,,,
Audemars Piguet 15202ST,Next 30D,2.347438061,,,
Audemars Piguet 15202ST,Next 30D,2.889556545,,,
Audemars Piguet 15202ST,Next 30D,3.388342237,,,
Audemars Piguet 15202ST,Next 30D,3.441073643,,,
Audemars Piguet 15202ST,Next 30D,1.977440271,,,
Audemars Piguet 15202ST,Next 30D,2.347044787,,,
Audemars Piguet 15202ST,Next 30D,2.465579343,,,
Audemars Piguet 15202ST,Next 30D,2.771654402,,,
Audemars Piguet 15202ST,Next 30D,2.4990909,,,
Audemars Piguet 15202ST,Next 30D,2.034699008,,,
Audemars Piguet 15202ST,Next 30D,2.411849776,,,
Audemars Piguet 15202ST,Next 30D,3.328059975,,,
Audemars Piguet 15202ST,Next 30D,4.152097618,,,
Audemars Piguet 15202ST,Next 30D,4.35930786,,,
Audemars Piguet 15202ST,Next 30D,4.240803547,,,
Audemars Piguet 15202ST,Next 30D,4.869853907,,,
Audemars Piguet 15202ST,Next 30D,4.427559661,,,
Audemars Piguet 15202ST,Next 30D,4.173325978,,,
Audemars Piguet 15202ST,Next 30D,4.24864229,,,
Audemars Piguet 15202ST,Next 30D,4.380201785,,,
Audemars Piguet 15202ST,Next 30D,4.911502323,,,
Audemars Piguet 15202ST,Next 30D,4.920404244,,,
Audemars Piguet 15202ST,Next 30D,4.774660846,,,
Audemars Piguet 15202ST,Next 30D,4.533105649,,,
Audemars Piguet 15202ST,Next 30D,4.519959519,,,
Audemars Piguet 15202ST,Next 30D,4.581311222,,,
Audemars Piguet 15202ST,Next 30D,4.599477827,,,
Audemars Piguet 15202ST,Next 30D,4.215117181,,,
Audemars Piguet 15202ST,Next 30D,3.592072959,,,
Audemars Piguet 15202ST,Next 30D,3.624534285,,,
Audemars Piguet 15202ST,Next 30D,3.39915481,,,
Audemars Piguet 15202ST,Next 30D,2.573247803,,,
Audemars Piguet 15202ST,Next 30D,1.859377178,,,
Audemars Piguet 15202ST,Next 30D,2.458432998,,,
Audemars Piguet 15202ST,Next 30D,2.360811493,,,
Audemars Piguet 15202ST,Next 30D,2.237901328,,,
Audemars Piguet 15202ST,Next 30D,2.108719471,,,
Audemars Piguet 15202ST,Next 30D,1.893875982,,,
Audemars Piguet 15202ST,Next 30D,1.709848408,,,
Audemars Piguet 15202ST,Next 30D,1.466468663,,,
Audemars Piguet 15202ST,Next 30D,1.258686813,,,
Audemars Piguet 15202ST,Next 30D,0.551822338,,,
Audemars Piguet 15202ST,Next 30D,0.589328233,,,
Audemars Piguet 15202ST,Next 30D,0.5406388,,,
Audemars Piguet 15202ST,Next 30D,0.181025574,,,
Audemars Piguet 15202ST,Next 30D,0.677633822,,,
Audemars Piguet 15202ST,Next 30D,0.545797555,,,
Audemars Piguet 15202ST,Next 30D,0.304321361,,,
Audemars Piguet 15202ST,Next 30D,0.102673158,,,
Audemars Piguet 15202ST,Next 30D,0.139811548,,,
Audemars Piguet 15202ST,Next 30D,0.844991223,,,
Audemars Piguet 15202ST,Next 30D,0.952887484,,,
Audemars Piguet 15202ST,Next 30D,1.002343077,,,
Audemars Piguet 15202ST,Next 30D,0.686451573,,,
Audemars Piguet 15202ST,Next 30D,0.943746484,,,
Audemars Piguet 15202ST,Next 30D,0.812466476,,,
Audemars Piguet 15202ST,Next 30D,1.193516343,,,
Audemars Piguet 15202ST,Next 30D,1.727966305,,,
Audemars Piguet 15202ST,Next 30D,2.41038648,,,
Audemars Piguet 15202ST,Next 30D,2.606085531,,,
Audemars Piguet 15202ST,Next 30D,3.04239695,,,
Audemars Piguet 15202ST,Next 30D,3.007430022,,,
Audemars Piguet 15202ST,Next 30D,2.773406441,,,
Audemars Piguet 15202ST,Next 30D,2.702608225,,,
Audemars Piguet 15202ST,Next 30D,2.535884341,,,
Audemars Piguet 15202ST,Next 30D,3.515693499,,,
Audemars Piguet 15202ST,Next 30D,3.305021023,,,
Audemars Piguet 15202ST,Next 30D,2.730312979,,,
Audemars Piguet 15202ST,Next 30D,3.068964248,,,
Audemars Piguet 15202ST,Next 30D,2.934479096,,,
Audemars Piguet 15202ST,Next 30D,3.015755581,,,
Audemars Piguet 15202ST,Next 30D,3.281848394,,,
Audemars Piguet 15202ST,Next 30D,4.03656385,,,
Audemars Piguet 15202ST,Next 30D,3.143314091,,,
Audemars Piguet 15202ST,Next 30D,2.745564667,,,
Audemars Piguet 15202ST,Next 30D,2.68933364,,,
Audemars Piguet 15202ST,Next 30D,2.669306695,,,
Audemars Piguet 15202ST,Next 30D,2.797198903,,,
Audemars Piguet 15202ST,Next 30D,3.003572217,,,
Audemars Piguet 15202ST,Next 30D,3.107852192,,,
Audemars Piguet 15202ST,Next 30D,3.33140986,,,
Audemars Piguet 15202ST,Next 30D,4.139427794,,,
Audemars Piguet 15202ST,Next 30D,4.145037838,,,
Audemars Piguet 15202ST,Next 30D,3.974797737,,,
Audemars Piguet 15202ST,Next 30D,3.849880751,,,
Audemars Piguet 15202ST,Next 30D,3.763600642,,,
Audemars Piguet 15202ST,Next 30D,5.272722329,,,
Audemars Piguet 15202ST,Next 30D,5.924818506,,,
Audemars Piguet 15202ST,Next 30D,5.832174766,,,
Audemars Piguet 15202ST,Next 30D,5.729172836,,,
Audemars Piguet 15202ST,Next 30D,5.644409026,,,
Audemars Piguet 15202ST,Next 30D,6.045719791,,,
Audemars Piguet 15202ST,Next 30D,6.085112571,,,
Audemars Piguet 15202ST,Next 30D,6.204896733,,,
Audemars Piguet 15202ST,Next 30D,6.123791053,,,
Audemars Piguet 15202ST,Next 30D,6.405239668,,,
Audemars Piguet 15202ST,Next 30D,6.520460792,,,
Audemars Piguet 15202ST,Next 30D,6.769084132,,,
Audemars Piguet 15202ST,Next 30D,5.884745389,,,
Audemars Piguet 15202ST,Next 30D,5.641221726,,,
Audemars Piguet 15202ST,Next 30D,6.155670039,,,
Audemars Piguet 15202ST,Next 30D,6.529314014,,,
Audemars Piguet 15202ST,Next 30D,6.768576431,,,
Audemars Piguet 15202ST,Next 30D,6.41231733,,,
Audemars Piguet 15202ST,Next 30D,6.195984869,,,
Audemars Piguet 15202ST,Next 30D,7.299365741,,,
Audemars Piguet 15202ST,Next 30D,7.802889615,,,
Audemars Piguet 15202ST,Next 30D,7.774382264,,,
Audemars Piguet 15202ST,Next 30D,7.571019041,,,
Audemars Piguet 15202ST,Next 30D,6.452838298,,,
Audemars Piguet 15202ST,Next 30D,4.867597056,,,
Audemars Piguet 15202ST,Next 30D,3.86067762,,,
Audemars Piguet 15202ST,Next 30D,4.221248708,,,
Audemars Piguet 15202ST,Next 30D,3.571817041,,,
Audemars Piguet 15202ST,Next 30D,5.116645001,,,
Audemars Piguet 15202ST,Next 30D,4.897106116,,,
Audemars Piguet 15202ST,Next 30D,4.436723363,,,
Audemars Piguet 15202ST,Next 30D,5.062358457,,,
Audemars Piguet 15202ST,Next 30D,5.211911773,,,
Audemars Piguet 15202ST,Next 30D,5.837496369,,,
Audemars Piguet 15202ST,Next 30D,5.786695733,,,
Audemars Piguet 15202ST,Next 30D,5.881812178,,,
Audemars Piguet 15202ST,Next 30D,5.65045426,,,
Audemars Piguet 15202ST,Next 30D,5.404631973,,,
Audemars Piguet 15202ST,Next 30D,5.662741391,,,
Audemars Piguet 15202ST,Next 30D,4.830935517,,,
Audemars Piguet 15202ST,Next 30D,4.660816472,,,
Audemars Piguet 15202ST,Next 30D,4.571679621,,,
Audemars Piguet 15202ST,Next 30D,5.024749221,,,
Audemars Piguet 15202ST,Next 30D,6.077459952,,,
Audemars Piguet 15202ST,Next 30D,5.81971156,,,
Audemars Piguet 15202ST,Next 30D,6.04306604,,,
Audemars Piguet 15202ST,Next 30D,5.907376174,,,
Audemars Piguet 15202ST,Next 30D,5.837685017,,,
Audemars Piguet 15202ST,Next 30D,5.809259942,,,
Audemars Piguet 15202ST,Next 30D,5.867693642,,,
Audemars Piguet 15202ST,Next 30D,5.827223089,,,
Audemars Piguet 15202ST,Next 30D,5.756310224,,,
Audemars Piguet 15202ST,Next 30D,7.192738043,,,
Audemars Piguet 15202ST,Next 30D,7.275183121,,,
Audemars Piguet 15202ST,Next 90D,37.60746057,,,
Audemars Piguet 15202ST,Next 90D,37.55820656,,,
Audemars Piguet 15202ST,Next 90D,37.47953975,,,
Audemars Piguet 15202ST,Next 90D,37.48038338,,,
Audemars Piguet 15202ST,Next 90D,36.98019254,,,
Audemars Piguet 15202ST,Next 90D,36.96957061,,,
Audemars Piguet 15202ST,Next 90D,37.05632954,,,
Audemars Piguet 15202ST,Next 90D,37.13511606,,,
Audemars Piguet 15202ST,Next 90D,37.08175349,,,
Audemars Piguet 15202ST,Next 90D,37.26604496,,,
Audemars Piguet 15202ST,Next 90D,37.08896379,,,
Audemars Piguet 15202ST,Next 90D,37.0526544,,,
Audemars Piguet 15202ST,Next 90D,36.88563369,,,
Audemars Piguet 15202ST,Next 90D,37.10642424,,,
Audemars Piguet 15202ST,Next 90D,37.07558534,,,
Audemars Piguet 15202ST,Next 90D,37.19156032,,,
Audemars Piguet 15202ST,Next 90D,37.33473482,,,
Audemars Piguet 15202ST,Next 90D,37.53954658,,,
Audemars Piguet 15202ST,Next 90D,37.63894296,,,
Audemars Piguet 15202ST,Next 90D,38.02263046,,,
Audemars Piguet 15202ST,Next 90D,38.14016819,,,
Audemars Piguet 15202ST,Next 90D,38.11208955,,,
Audemars Piguet 15202ST,Next 90D,37.99963585,,,
Audemars Piguet 15202ST,Next 90D,37.7950763,,,
Audemars Piguet 15202ST,Next 90D,38.28722841,,,
Audemars Piguet 15202ST,Next 90D,38.20899871,,,
Audemars Piguet 15202ST,Next 90D,37.99942895,,,
Audemars Piguet 15202ST,Next 90D,38.40359424,,,
Audemars Piguet 15202ST,Next 90D,38.49564451,,,
Audemars Piguet 15202ST,Next 90D,38.51153023,,,
Audemars Piguet 15202ST,Next 90D,38.56271227,,,
Audemars Piguet 15202ST,Next 90D,38.88023023,,,
Audemars Piguet 15202ST,Next 90D,38.35880689,,,
Audemars Piguet 15202ST,Next 90D,38.22424322,,,
Audemars Piguet 15202ST,Next 90D,38.24778309,,,
Audemars Piguet 15202ST,Next 90D,38.30293487,,,
Audemars Piguet 15202ST,Next 90D,38.25435994,,,
Audemars Piguet 15202ST,Next 90D,38.20216864,,,
Audemars Piguet 15202ST,Next 90D,38.08604792,,,
Audemars Piguet 15202ST,Next 90D,38.24595821,,,
Audemars Piguet 15202ST,Next 90D,38.87620549,,,
Audemars Piguet 15202ST,Next 90D,39.03398584,,,
Audemars Piguet 15202ST,Next 90D,39.07452634,,,
Audemars Piguet 15202ST,Next 90D,38.96327592,,,
Audemars Piguet 15202ST,Next 90D,38.76517831,,,
Audemars Piguet 15202ST,Next 90D,39.56406501,,,
Audemars Piguet 15202ST,Next 90D,39.97831303,,,
Audemars Piguet 15202ST,Next 90D,40.01153629,,,
Audemars Piguet 15202ST,Next 90D,40.1030166,,,
Audemars Piguet 15202ST,Next 90D,40.20329603,,,
Audemars Piguet 15202ST,Next 90D,40.39631656,,,
Audemars Piguet 15202ST,Next 90D,40.3230842,,,
Audemars Piguet 15202ST,Next 90D,40.30047123,,,
Audemars Piguet 15202ST,Next 90D,40.31182207,,,
Audemars Piguet 15202ST,Next 90D,40.60365,,,
Audemars Piguet 15202ST,Next 90D,40.8058865,,,
Audemars Piguet 15202ST,Next 90D,41.12563404,,,
Audemars Piguet 15202ST,Next 90D,40.56745804,,,
Audemars Piguet 15202ST,Next 90D,40.30576175,,,
Audemars Piguet 15202ST,Next 90D,40.49437051,,,
Audemars Piguet 15202ST,Next 90D,40.76584637,,,
Audemars Piguet 15202ST,Next 90D,41.06084871,,,
Audemars Piguet 15202ST,Next 90D,41.01362588,,,
Audemars Piguet 15202ST,Next 90D,41.08831289,,,
Audemars Piguet 15202ST,Next 90D,41.73985807,,,
Audemars Piguet 15202ST,Next 90D,42.06300369,,,
Audemars Piguet 15202ST,Next 90D,42.07321513,,,
Audemars Piguet 15202ST,Next 90D,42.47053025,,,
Audemars Piguet 15202ST,Next 90D,42.48740314,,,
Audemars Piguet 15202ST,Next 90D,42.26649637,,,
Audemars Piguet 15202ST,Next 90D,42.35841881,,,
Audemars Piguet 15202ST,Next 90D,43.00735626,,,
Audemars Piguet 15202ST,Next 90D,42.9457768,,,
Audemars Piguet 15202ST,Next 90D,44.10908875,,,
Audemars Piguet 15202ST,Next 90D,44.33794413,,,
Audemars Piguet 15202ST,Next 90D,44.45714201,,,
Audemars Piguet 15202ST,Next 90D,45.14010498,,,
Audemars Piguet 15202ST,Next 90D,45.52260616,,,
Audemars Piguet 15202ST,Next 90D,46.01476047,,,
Audemars Piguet 15202ST,Next 90D,46.05552766,,,
Audemars Piguet 15202ST,Next 90D,46.1505706,,,
Audemars Piguet 15202ST,Next 90D,46.16315597,,,
Audemars Piguet 15202ST,Next 90D,46.22457887,,,
Audemars Piguet 15202ST,Next 90D,46.61490667,,,
Audemars Piguet 15202ST,Next 90D,46.38194702,,,
Audemars Piguet 15202ST,Next 90D,46.34005194,,,
Audemars Piguet 15202ST,Next 90D,46.28219764,,,
Audemars Piguet 15202ST,Next 90D,46.50017039,,,
Audemars Piguet 15202ST,Next 90D,47.22806005,,,
Audemars Piguet 15202ST,Next 90D,47.25484335,,,
Audemars Piguet 15202ST,Next 90D,47.54132726,,,
Audemars Piguet 15202ST,Next 90D,47.60198478,,,
Audemars Piguet 15202ST,Next 90D,47.54710468,,,
Audemars Piguet 15202ST,Next 90D,47.48569245,,,
Audemars Piguet 15202ST,Next 90D,47.41842024,,,
Audemars Piguet 15202ST,Next 90D,47.39852245,,,
Audemars Piguet 15202ST,Next 90D,47.34012114,,,
Audemars Piguet 15202ST,Next 90D,48.16280569,,,
Audemars Piguet 15202ST,Next 90D,48.22971643,,,
Audemars Piguet 15400OR,Next 30D,14.82980733,,,
Audemars Piguet 15400OR,Next 30D,14.73392507,,,
Audemars Piguet 15400OR,Next 30D,14.74273469,,,
Audemars Piguet 15400OR,Next 30D,14.80562929,,,
Audemars Piguet 15400OR,Next 30D,14.85984326,,,
Audemars Piguet 15400OR,Next 30D,14.89015219,,,
Audemars Piguet 15400OR,Next 30D,14.89497311,,,
Audemars Piguet 15400OR,Next 30D,14.8976965,,,
Audemars Piguet 15400OR,Next 30D,15.0587106,,,
Audemars Piguet 15400OR,Next 30D,15.17699759,,,
Audemars Piguet 15400OR,Next 30D,15.23827391,,,
Audemars Piguet 15400OR,Next 30D,15.23895679,,,
Audemars Piguet 15400OR,Next 30D,15.19050322,,,
Audemars Piguet 15400OR,Next 30D,15.10536804,,,
Audemars Piguet 15400OR,Next 30D,14.95629966,,,
Audemars Piguet 15400OR,Next 30D,14.96107849,,,
Audemars Piguet 15400OR,Next 30D,14.97755732,,,
Audemars Piguet 15400OR,Next 30D,14.93150675,,,
Audemars Piguet 15400OR,Next 30D,14.83957802,,,
Audemars Piguet 15400OR,Next 30D,15.1534617,,,
Audemars Piguet 15400OR,Next 30D,15.00241136,,,
Audemars Piguet 15400OR,Next 30D,14.84035793,,,
Audemars Piguet 15400OR,Next 30D,18.66419435,,,
Audemars Piguet 15400OR,Next 30D,18.65681305,,,
Audemars Piguet 15400OR,Next 30D,20.28726879,,,
Audemars Piguet 15400OR,Next 30D,21.23101302,,,
Audemars Piguet 15400OR,Next 30D,18.25069054,,,
Audemars Piguet 15400OR,Next 30D,18.13130102,,,
Audemars Piguet 15400OR,Next 30D,18.00028935,,,
Audemars Piguet 15400OR,Next 30D,18.03927553,,,
Audemars Piguet 15400OR,Next 30D,18.076004,,,
Audemars Piguet 15400OR,Next 30D,18.13573725,,,
Audemars Piguet 15400OR,Next 30D,18.33008134,,,
Audemars Piguet 15400OR,Next 30D,18.31569592,,,
Audemars Piguet 15400OR,Next 30D,18.29949879,,,
Audemars Piguet 15400OR,Next 30D,18.27350993,,,
Audemars Piguet 15400OR,Next 30D,18.40131909,,,
Audemars Piguet 15400OR,Next 30D,18.51748616,,,
Audemars Piguet 15400OR,Next 30D,18.5898179,,,
Audemars Piguet 15400OR,Next 30D,18.61283664,,,
Audemars Piguet 15400OR,Next 30D,18.2110058,,,
Audemars Piguet 15400OR,Next 30D,18.15676491,,,
Audemars Piguet 15400OR,Next 30D,18.07829958,,,
Audemars Piguet 15400OR,Next 30D,18.14941421,,,
Audemars Piguet 15400OR,Next 30D,18.20936297,,,
Audemars Piguet 15400OR,Next 30D,15.932239,,,
Audemars Piguet 15400OR,Next 30D,15.90609525,,,
Audemars Piguet 15400OR,Next 30D,15.84151781,,,
Audemars Piguet 15400OR,Next 30D,14.64136604,,,
Audemars Piguet 15400OR,Next 30D,14.52891152,,,
Audemars Piguet 15400OR,Next 30D,16.53755248,,,
Audemars Piguet 15400OR,Next 30D,16.575424,,,
Audemars Piguet 15400OR,Next 30D,17.37939901,,,
Audemars Piguet 15400OR,Next 30D,17.34671333,,,
Audemars Piguet 15400OR,Next 30D,18.44618021,,,
Audemars Piguet 15400OR,Next 30D,16.47265711,,,
Audemars Piguet 15400OR,Next 30D,16.98426929,,,
Audemars Piguet 15400OR,Next 30D,18.51192693,,,
Audemars Piguet 15400OR,Next 30D,19.10322643,,,
Audemars Piguet 15400OR,Next 30D,19.06167449,,,
Audemars Piguet 15400OR,Next 30D,21.1435803,,,
Audemars Piguet 15400OR,Next 30D,21.50868412,,,
Audemars Piguet 15400OR,Next 30D,21.4084023,,,
Audemars Piguet 15400OR,Next 30D,21.04074937,,,
Audemars Piguet 15400OR,Next 30D,20.47162394,,,
Audemars Piguet 15400OR,Next 30D,20.73305828,,,
Audemars Piguet 15400OR,Next 30D,20.80942106,,,
Audemars Piguet 15400OR,Next 30D,20.84638262,,,
Audemars Piguet 15400OR,Next 30D,20.84692629,,,
Audemars Piguet 15400OR,Next 30D,20.81790417,,,
Audemars Piguet 15400OR,Next 30D,20.76653991,,,
Audemars Piguet 15400OR,Next 30D,21.07259724,,,
Audemars Piguet 15400OR,Next 30D,20.93845117,,,
Audemars Piguet 15400OR,Next 30D,20.97662827,,,
Audemars Piguet 15400OR,Next 30D,20.97137305,,,
Audemars Piguet 15400OR,Next 30D,20.92907994,,,
Audemars Piguet 15400OR,Next 30D,22.14400057,,,
Audemars Piguet 15400OR,Next 30D,22.09221618,,,
Audemars Piguet 15400OR,Next 30D,20.88014966,,,
Audemars Piguet 15400OR,Next 30D,20.97100724,,,
Audemars Piguet 15400OR,Next 30D,21.04191565,,,
Audemars Piguet 15400OR,Next 30D,21.4058244,,,
Audemars Piguet 15400OR,Next 30D,21.36712433,,,
Audemars Piguet 15400OR,Next 30D,21.29334564,,,
Audemars Piguet 15400OR,Next 30D,21.18155885,,,
Audemars Piguet 15400OR,Next 30D,21.22166878,,,
Audemars Piguet 15400OR,Next 30D,24.32708621,,,
Audemars Piguet 15400OR,Next 30D,24.63709153,,,
Audemars Piguet 15400OR,Next 30D,24.59587868,,,
Audemars Piguet 15400OR,Next 30D,25.72277614,,,
Audemars Piguet 15400OR,Next 30D,23.49680004,,,
Audemars Piguet 15400OR,Next 30D,23.35895864,,,
Audemars Piguet 15400OR,Next 30D,23.33543528,,,
Audemars Piguet 15400OR,Next 30D,23.49602239,,,
Audemars Piguet 15400OR,Next 30D,23.46832655,,,
Audemars Piguet 15400OR,Next 30D,21.49161858,,,
Audemars Piguet 15400OR,Next 30D,21.45386638,,,
Audemars Piguet 15400OR,Next 30D,21.2037559,,,
Audemars Piguet 15400OR,Next 30D,22.92929276,,,
Audemars Piguet 15400OR,Next 30D,24.50530672,,,
Audemars Piguet 15400OR,Next 30D,25.60289569,,,
Audemars Piguet 15400OR,Next 30D,25.63235383,,,
Audemars Piguet 15400OR,Next 30D,25.62496241,,,
Audemars Piguet 15400OR,Next 30D,25.77944195,,,
Audemars Piguet 15400OR,Next 30D,25.84474869,,,
Audemars Piguet 15400OR,Next 30D,27.23274816,,,
Audemars Piguet 15400OR,Next 30D,27.285405,,,
Audemars Piguet 15400OR,Next 30D,27.3361523,,,
Audemars Piguet 15400OR,Next 30D,27.32694542,,,
Audemars Piguet 15400OR,Next 30D,27.41171618,,,
Audemars Piguet 15400OR,Next 30D,27.35107053,,,
Audemars Piguet 15400OR,Next 30D,25.76086838,,,
Audemars Piguet 15400OR,Next 30D,25.67630944,,,
Audemars Piguet 15400OR,Next 30D,25.72693212,,,
Audemars Piguet 15400OR,Next 30D,25.76593915,,,
Audemars Piguet 15400OR,Next 30D,25.77237823,,,
Audemars Piguet 15400OR,Next 30D,25.90459884,,,
Audemars Piguet 15400OR,Next 30D,27.12714532,,,
Audemars Piguet 15400OR,Next 30D,27.01248172,,,
Audemars Piguet 15400OR,Next 30D,26.86635099,,,
Audemars Piguet 15400OR,Next 30D,26.87056496,,,
Audemars Piguet 15400OR,Next 30D,26.82623937,,,
Audemars Piguet 15400OR,Next 30D,27.09260946,,,
Audemars Piguet 15400OR,Next 30D,25.97577065,,,
Audemars Piguet 15400OR,Next 30D,25.1700746,,,
Audemars Piguet 15400OR,Next 30D,25.12321909,,,
Audemars Piguet 15400OR,Next 30D,25.07950156,,,
Audemars Piguet 15400OR,Next 30D,25.32826257,,,
Audemars Piguet 15400OR,Next 30D,25.61582119,,,
Audemars Piguet 15400OR,Next 30D,25.90473583,,,
Audemars Piguet 15400OR,Next 30D,26.12220228,,,
Audemars Piguet 15400OR,Next 30D,26.25250304,,,
Audemars Piguet 15400OR,Next 30D,24.222445,,,
Audemars Piguet 15400OR,Next 30D,24.21581247,,,
Audemars Piguet 15400OR,Next 30D,25.07226395,,,
Audemars Piguet 15400OR,Next 30D,28.30818545,,,
Audemars Piguet 15400OR,Next 30D,29.52474183,,,
Audemars Piguet 15400OR,Next 30D,29.4891649,,,
Audemars Piguet 15400OR,Next 30D,29.41390204,,,
Audemars Piguet 15400OR,Next 30D,29.31306433,,,
Audemars Piguet 15400OR,Next 30D,29.19857698,,,
Audemars Piguet 15400OR,Next 30D,29.21770237,,,
Audemars Piguet 15400OR,Next 30D,29.22285686,,,
