,Date,Price
410,2019-07-23,10222.0
903,2019-07-24,10232.0
411,2019-07-27,10236.0
412,2019-07-29,10227.0
413,2019-08-02,10272.0
905,2019-08-04,10284.0
414,2019-08-05,10284.0
415,2019-08-08,10258.0
906,2019-08-12,10238.0
907,2019-08-13,10263.0
418,2019-08-17,10286.0
908,2019-08-19,10295.0
419,2019-08-21,10284.0
909,2019-08-24,10221.0
421,2019-08-27,10211.0
910,2019-08-29,10210.0
423,2019-09-02,10239.0
911,2019-09-03,10269.0
425,2019-09-07,10276.0
426,2019-09-09,10248.0
912,2019-09-12,10247.0
427,2019-09-14,10295.0
428,2019-09-17,10267.0
429,2019-09-18,10288.0
430,2019-09-21,10281.0
431,2019-09-24,10253.0
915,2019-09-25,10251.0
432,2019-09-28,10267.0
916,2019-09-30,10276.0
433,2019-10-02,10273.0
434,2019-10-05,10247.0
917,2019-10-06,10241.0
918,2019-10-08,10267.0
436,2019-10-10,10257.0
437,2019-10-13,10224.0
919,2019-10-16,10236.0
920,2019-10-20,10228.0
440,2019-10-22,10104.0
921,2019-10-23,10081.0
441,2019-10-24,10093.0
442,2019-10-27,10069.0
443,2019-10-31,10000.0
444,2019-11-04,9989.0
445,2019-11-05,10008.0
446,2019-11-09,10027.0
447,2019-11-11,9998.0
925,2019-11-14,10033.0
926,2019-11-19,9957.0
450,2019-11-21,9975.0
927,2019-11-22,9970.0
451,2019-11-23,9945.0
452,2019-11-28,9953.0
453,2019-11-30,9925.0
454,2019-12-03,9925.0
929,2019-12-06,9921.0
930,2019-12-09,9952.0
456,2019-12-11,9943.0
457,2019-12-12,9968.0
931,2019-12-14,9980.0
458,2019-12-15,9977.0
459,2019-12-20,9960.0
933,2019-12-22,10004.0
461,2019-12-24,10005.0
462,2019-12-28,9981.0
463,2019-12-30,9987.0
464,2020-01-03,9986.0
935,2020-01-05,9933.0
936,2020-01-07,9988.0
466,2020-01-09,10005.0
467,2020-01-11,10032.0
468,2020-01-15,10040.0
469,2020-01-19,10062.0
938,2020-01-20,10020.0
470,2020-01-21,10012.0
471,2020-01-23,10061.0
939,2020-01-25,10073.0
472,2020-01-26,10073.0
940,2020-01-30,10062.0
473,2020-01-31,10056.0
941,2020-02-02,10088.0
475,2020-02-05,10075.0
942,2020-02-07,10047.0
943,2020-02-12,10054.0
478,2020-02-15,10001.0
479,2020-02-16,10036.0
944,2020-02-18,10010.0
480,2020-02-19,10027.0
945,2020-02-21,10088.0
481,2020-02-22,10094.0
482,2020-02-26,10153.0
483,2020-03-01,10152.0
947,2020-03-04,10193.0
485,2020-03-05,10182.0
948,2020-03-06,10182.0
486,2020-03-10,10190.0
949,2020-03-13,10219.0
488,2020-03-16,10199.0
950,2020-03-18,10165.0
951,2020-03-22,10166.0
491,2020-03-25,10143.0
952,2020-03-26,10140.0
492,2020-03-27,10142.0
493,2020-03-29,10129.0
494,2020-04-01,10118.0
495,2020-04-04,10136.0
954,2020-04-08,10092.0
955,2020-04-11,10123.0
498,2020-04-15,10127.0
956,2020-04-16,10127.0
499,2020-04-17,10118.0
957,2020-04-20,10055.0
501,2020-04-22,10065.0
502,2020-04-25,10112.0
958,2020-04-27,10112.0
503,2020-04-30,10103.0
504,2020-05-01,10111.0
505,2020-05-05,10097.0
506,2020-05-07,10123.0
507,2020-05-10,10118.0
508,2020-05-13,10157.0
961,2020-05-15,10141.0
962,2020-05-16,10165.0
509,2020-05-18,10174.0
510,2020-05-20,10167.0
511,2020-05-22,10205.0
963,2020-05-25,10192.0
513,2020-05-29,10243.0
965,2020-06-02,10207.0
515,2020-06-03,10230.0
966,2020-06-07,10253.0
517,2020-06-09,10219.0
967,2020-06-11,10252.0
518,2020-06-12,10242.0
519,2020-06-17,10227.0
520,2020-06-19,10181.0
969,2020-06-22,10273.0
522,2020-06-24,10249.0
970,2020-06-25,10262.0
523,2020-06-27,10310.0
524,2020-07-01,10329.0
971,2020-07-02,10349.0
525,2020-07-04,10361.0
972,2020-07-06,10347.0
973,2020-07-11,10435.0
528,2020-07-13,10441.0
529,2020-07-16,10407.0
974,2020-07-18,10410.0
530,2020-07-19,10423.0
975,2020-07-23,10544.0
532,2020-07-25,10537.0
533,2020-07-27,10554.0
534,2020-07-31,10559.0
535,2020-08-03,10599.0
978,2020-08-06,10644.0
537,2020-08-09,10649.0
538,2020-08-11,10657.0
539,2020-08-16,10715.0
540,2020-08-18,10680.0
541,2020-08-21,10742.0
542,2020-08-24,10755.0
543,2020-08-26,10815.0
544,2020-08-29,10880.0
545,2020-09-01,10949.0
984,2020-09-06,11007.0
985,2020-09-09,11035.0
548,2020-09-11,10968.0
986,2020-09-13,10949.0
549,2020-09-14,10948.0
550,2020-09-17,10975.0
987,2020-09-19,10913.0
551,2020-09-20,10924.0
552,2020-09-25,10940.0
553,2020-09-26,10982.0
554,2020-10-01,10902.0
555,2020-10-02,10913.0
990,2020-10-06,10902.0
556,2020-10-07,10897.0
557,2020-10-09,10865.0
558,2020-10-13,10921.0
992,2020-10-16,10991.0
560,2020-10-19,10968.0
561,2020-10-22,10988.0
994,2020-10-25,10998.0
563,2020-10-27,10953.0
995,2020-10-29,10933.0
996,2020-11-03,11054.0
566,2020-11-05,11040.0
567,2020-11-07,11016.0
997,2020-11-11,10937.0
998,2020-11-15,11062.0
570,2020-11-17,12262.0
999,2020-11-18,12448.0
571,2020-11-19,12364.0
1000,2020-11-22,12362.0
572,2020-11-23,12370.0
573,2020-11-27,12332.0
574,2020-11-29,12336.0
1001,2020-12-01,12314.0
1002,2020-12-02,12310.0
576,2020-12-04,12317.0
1003,2020-12-07,12329.0
578,2020-12-10,12320.0
579,2020-12-15,12329.0
580,2020-12-16,12330.0
1005,2020-12-20,12196.0
582,2020-12-23,12156.0
583,2020-12-25,12198.0
584,2020-12-29,12190.0
585,2021-01-01,12287.0
1008,2021-01-02,12302.0
586,2021-01-03,12300.0
587,2021-01-06,12361.0
1009,2021-01-08,12378.0
588,2021-01-10,12382.0
589,2021-01-12,12346.0
1010,2021-01-13,12347.0
590,2021-01-16,12394.0
1011,2021-01-17,12382.0
591,2021-01-20,12374.0
592,2021-01-21,12395.0
1012,2021-01-23,12384.0
593,2021-01-25,12400.0
594,2021-01-29,12426.0
1014,2021-02-01,12376.0
596,2021-02-02,12404.0
597,2021-02-05,12418.0
598,2021-02-10,12504.0
599,2021-02-12,12576.0
600,2021-02-14,12602.0
1017,2021-02-16,12582.0
601,2021-02-17,12589.0
602,2021-02-22,12623.0
603,2021-02-23,12612.0
604,2021-02-28,12653.0
1019,2021-03-02,12686.0
605,2021-03-03,12694.0
1020,2021-03-04,12674.0
607,2021-03-07,12712.0
1021,2021-03-10,12732.0
0,2021-03-11,12717.0
608,2021-03-12,12736.0
1022,2021-03-13,12747.0
3,2021-03-14,12707.0
4,2021-03-15,12709.0
5,2021-03-16,12707.0
6,2021-03-17,12699.0
7,2021-03-18,12693.0
8,2021-03-19,12697.0
611,2021-03-20,12701.0
10,2021-03-21,12735.0
11,2021-03-22,12731.0
12,2021-03-23,12737.0
13,2021-03-24,12767.0
14,2021-03-25,12791.0
1024,2021-03-26,12798.0
16,2021-03-27,12769.0
17,2021-03-28,12774.0
18,2021-03-29,12753.0
19,2021-03-30,12741.0
20,2021-03-31,12748.0
21,2021-04-01,12753.0
1026,2021-04-02,12762.0
23,2021-04-03,12743.0
24,2021-04-04,12738.0
25,2021-04-05,12737.0
26,2021-04-06,12743.0
27,2021-04-07,12742.0
28,2021-04-08,12757.0
29,2021-04-09,12767.0
30,2021-04-10,12754.0
1027,2021-04-11,12740.0
32,2021-04-12,12753.0
33,2021-04-13,12771.0
619,2021-04-14,12788.0
620,2021-04-15,12794.0
36,2021-04-16,12816.0
37,2021-04-17,12830.0
38,2021-04-18,12852.0
39,2021-04-19,12862.0
40,2021-04-20,12868.0
41,2021-04-21,12886.0
622,2021-04-22,12912.0
43,2021-04-23,12924.0
44,2021-04-24,12927.0
45,2021-04-25,12941.0
46,2021-04-26,12952.0
47,2021-04-27,12980.0
48,2021-04-28,13002.0
49,2021-04-29,13033.0
50,2021-04-30,13036.0
51,2021-05-01,13060.0
1032,2021-05-02,13111.0
626,2021-05-03,13135.0
54,2021-05-04,13153.0
55,2021-05-05,13169.0
56,2021-05-06,13203.0
57,2021-05-07,13230.0
627,2021-05-08,13254.0
59,2021-05-09,13292.0
60,2021-05-10,13327.0
628,2021-05-11,13349.0
1034,2021-05-12,13418.0
63,2021-05-13,13431.0
64,2021-05-14,13445.0
65,2021-05-15,13471.0
66,2021-05-16,13492.0
630,2021-05-17,13508.0
68,2021-05-18,13496.0
631,2021-05-19,13497.0
70,2021-05-20,13505.0
71,2021-05-21,13524.0
632,2021-05-22,13538.0
73,2021-05-23,13545.0
74,2021-05-24,13561.0
75,2021-05-25,13559.0
1036,2021-05-26,13554.0
77,2021-05-27,13567.0
1037,2021-05-28,13585.0
79,2021-05-29,13576.0
80,2021-05-30,13588.0
635,2021-05-31,13600.0
82,2021-06-01,13601.0
83,2021-06-02,13622.0
84,2021-06-03,13603.0
85,2021-06-04,13613.0
86,2021-06-05,13614.0
87,2021-06-06,13623.0
88,2021-06-07,13644.0
89,2021-06-08,13636.0
90,2021-06-09,13609.0
91,2021-06-10,13620.0
92,2021-06-11,13572.0
93,2021-06-12,13566.0
94,2021-06-13,13575.0
95,2021-06-14,13599.0
640,2021-06-15,13585.0
97,2021-06-16,13596.0
98,2021-06-17,13607.0
641,2021-06-18,13635.0
100,2021-06-19,13638.0
101,2021-06-20,13635.0
