Date,Price,Open,High,Low,Change %
18-May-18,"2,855.51","2,855.51","2,855.51","2,855.51",-0.56%
17-May-18,"2,871.64","2,871.64","2,871.64","2,871.64",0.24%
16-May-18,"2,864.65","2,864.65","2,864.65","2,864.65",0.70%
15-May-18,"2,844.73","2,844.73","2,844.73","2,844.73",-0.34%
14-May-18,"2,854.37","2,854.37","2,854.37","2,854.37",0.39%
11-May-18,"2,843.27","2,843.27","2,843.27","2,843.27",0.54%
10-May-18,"2,827.90","2,827.90","2,827.90","2,827.90",0.31%
09-May-18,"2,819.22","2,819.22","2,819.22","2,819.22",0.17%
08-May-18,"2,814.56","2,814.56","2,814.56","2,814.56",-0.05%
07-May-18,"2,816.06","2,816.06","2,816.06","2,816.06",0.30%
04-May-18,"2,807.61","2,807.61","2,807.61","2,807.61",0.61%
03-May-18,"2,790.56","2,790.56","2,790.56","2,790.56",-0.70%
02-May-18,"2,810.36","2,810.36","2,810.36","2,810.36",0.00%
01-May-18,"2,810.34","2,810.34","2,810.34","2,810.34",-0.53%
30-Apr-18,"2,825.19","2,825.19","2,825.19","2,825.19",0.12%
27-Apr-18,"2,821.90","2,821.90","2,821.90","2,821.90",0.96%
26-Apr-18,"2,795.16","2,795.16","2,795.16","2,795.16",0.39%
25-Apr-18,"2,784.28","2,784.28","2,784.28","2,784.28",-0.33%
24-Apr-18,"2,793.40","2,793.40","2,793.40","2,793.40",-0.02%
23-Apr-18,"2,794.03","2,794.03","2,794.03","2,794.03",-0.09%
20-Apr-18,"2,796.61","2,796.61","2,796.61","2,796.61",-0.52%
19-Apr-18,"2,811.29","2,811.29","2,811.29","2,811.29",-0.53%
18-Apr-18,"2,826.29","2,826.29","2,826.29","2,826.29",0.14%
17-Apr-18,"2,822.43","2,822.43","2,822.43","2,822.43",0.29%
16-Apr-18,"2,814.19","2,814.19","2,814.19","2,814.19",0.22%
13-Apr-18,"2,807.88","2,807.88","2,807.88","2,807.88",0.04%
12-Apr-18,"2,806.77","2,806.77","2,806.77","2,806.77",0.18%
11-Apr-18,"2,801.85","2,801.85","2,801.85","2,801.85",-0.08%
10-Apr-18,"2,804.05","2,804.05","2,804.05","2,804.05",1.52%
09-Apr-18,"2,762.15","2,762.15","2,762.15","2,762.15",0.25%
06-Apr-18,"2,755.16","2,755.16","2,755.16","2,755.16",-1.15%
05-Apr-18,"2,787.31","2,787.31","2,787.31","2,787.31",1.69%
04-Apr-18,"2,740.89","2,740.89","2,740.89","2,740.89",0.74%
03-Apr-18,"2,720.85","2,720.85","2,720.85","2,720.85",0.86%
02-Apr-18,"2,697.74","2,697.74","2,697.74","2,697.74",-0.73%
30-Mar-18,"2,717.47","2,717.47","2,717.47","2,717.47",0.07%
29-Mar-18,"2,715.69","2,715.69","2,715.69","2,715.69",1.37%
28-Mar-18,"2,678.96","2,678.96","2,678.96","2,678.96",-0.75%
27-Mar-18,"2,699.07","2,699.07","2,699.07","2,699.07",-0.06%
26-Mar-18,"2,700.64","2,700.64","2,700.64","2,700.64",1.14%
23-Mar-18,"2,670.11","2,670.11","2,670.11","2,670.11",-1.22%
22-Mar-18,"2,702.96","2,702.96","2,702.96","2,702.96",-1.23%
21-Mar-18,"2,736.72","2,736.72","2,736.72","2,736.72",-0.19%
20-Mar-18,"2,742.05","2,742.05","2,742.05","2,742.05",0.47%
19-Mar-18,"2,729.12","2,729.12","2,729.12","2,729.12",-0.27%
16-Mar-18,"2,736.42","2,736.42","2,736.42","2,736.42",-0.17%
15-Mar-18,"2,741.11","2,741.11","2,741.11","2,741.11",0.42%
14-Mar-18,"2,729.67","2,729.67","2,729.67","2,729.67",-0.70%
13-Mar-18,"2,748.87","2,748.87","2,748.87","2,748.87",-0.42%
12-Mar-18,"2,760.58","2,760.58","2,760.58","2,760.58",0.59%
09-Mar-18,"2,744.33","2,744.33","2,744.33","2,744.33",0.80%
08-Mar-18,"2,722.45","2,722.45","2,722.45","2,722.45",0.75%
07-Mar-18,"2,702.05","2,702.05","2,702.05","2,702.05",-0.21%
06-Mar-18,"2,707.71","2,707.71","2,707.71","2,707.71",0.83%
05-Mar-18,"2,685.33","2,685.33","2,685.33","2,685.33",0.14%
02-Mar-18,"2,681.58","2,681.58","2,681.58","2,681.58",-0.50%
01-Mar-18,"2,695.12","2,695.12","2,695.12","2,695.12",-1.35%
28-Feb-18,"2,732.10","2,732.10","2,732.10","2,732.10",-0.98%
27-Feb-18,"2,759.10","2,759.10","2,759.10","2,759.10",-1.08%
26-Feb-18,"2,789.16","2,789.16","2,789.16","2,789.16",0.53%
23-Feb-18,"2,774.55","2,774.55","2,774.55","2,774.55",0.63%
22-Feb-18,"2,757.05","2,757.05","2,757.05","2,757.05",-0.41%
21-Feb-18,"2,768.45","2,768.45","2,768.45","2,768.45",0.17%
20-Feb-18,"2,763.84","2,763.84","2,763.84","2,763.84",-0.51%
19-Feb-18,"2,777.98","2,777.98","2,777.98","2,777.98",-0.73%
16-Feb-18,"2,798.37","2,798.37","2,798.37","2,798.37",0.12%
15-Feb-18,"2,794.90","2,794.90","2,794.90","2,794.90",1.13%
14-Feb-18,"2,763.62","2,763.62","2,763.62","2,763.62",1.80%
13-Feb-18,"2,714.83","2,714.83","2,714.83","2,714.83",0.38%
12-Feb-18,"2,704.48","2,704.48","2,704.48","2,704.48",1.43%
09-Feb-18,"2,666.23","2,666.23","2,666.23","2,666.23",-0.22%
08-Feb-18,"2,672.13","2,672.13","2,672.13","2,672.13",-2.14%
07-Feb-18,"2,730.66","2,730.66","2,730.66","2,730.66",1.27%
06-Feb-18,"2,696.45","2,696.45","2,696.45","2,696.45",-1.34%
05-Feb-18,"2,733.02","2,733.02","2,733.02","2,733.02",-2.17%
02-Feb-18,"2,793.67","2,793.67","2,793.67","2,793.67",-1.57%
01-Feb-18,"2,838.31","2,838.31","2,838.31","2,838.31",-0.10%
31-Jan-18,"2,841.12","2,841.12","2,841.12","2,841.12",0.21%
30-Jan-18,"2,835.25","2,835.25","2,835.25","2,835.25",-0.34%
29-Jan-18,"2,844.89","2,844.89","2,844.89","2,844.89",-0.66%
26-Jan-18,"2,863.74","2,863.74","2,863.74","2,863.74",0.70%
25-Jan-18,"2,843.74","2,843.74","2,843.74","2,843.74",-0.27%
24-Jan-18,"2,851.31","2,851.31","2,851.31","2,851.31",0.09%
23-Jan-18,"2,848.61","2,848.61","2,848.61","2,848.61",0.76%
22-Jan-18,"2,827.25","2,827.25","2,827.25","2,827.25",0.66%
19-Jan-18,"2,808.59","2,808.59","2,808.59","2,808.59",1.20%
18-Jan-18,"2,775.32","2,775.32","2,775.32","2,775.32",-0.14%
17-Jan-18,"2,779.32","2,779.32","2,779.32","2,779.32",0.71%
16-Jan-18,"2,759.81","2,759.81","2,759.81","2,759.81",-0.07%
15-Jan-18,"2,761.65","2,761.65","2,761.65","2,761.65",0.57%
12-Jan-18,"2,746.12","2,746.12","2,746.12","2,746.12",0.84%
11-Jan-18,"2,723.29","2,723.29","2,723.29","2,723.29",0.27%
10-Jan-18,"2,715.99","2,715.99","2,715.99","2,715.99",-0.15%
09-Jan-18,"2,720.19","2,720.19","2,720.19","2,720.19",0.19%
08-Jan-18,"2,715.15","2,715.15","2,715.15","2,715.15",0.33%
05-Jan-18,"2,706.21","2,706.21","2,706.21","2,706.21",0.27%
04-Jan-18,"2,698.80","2,698.80","2,698.80","2,698.80",0.49%
03-Jan-18,"2,685.75","2,685.75","2,685.75","2,685.75",0.27%
02-Jan-18,"2,678.65","2,678.65","2,678.65","2,678.65",-0.06%
29-Dec-17,"2,680.36","2,680.36","2,680.36","2,680.36",-0.01%
28-Dec-17,"2,680.54","2,680.54","2,680.54","2,680.54",0.07%
27-Dec-17,"2,678.55","2,678.55","2,678.55","2,678.55",0.20%
26-Dec-17,"2,673.29","2,673.29","2,673.29","2,673.29",0.18%
25-Dec-17,"2,668.39","2,668.39","2,668.39","2,668.39",0.05%
22-Dec-17,"2,667.17","2,667.17","2,667.17","2,667.17",-0.54%
21-Dec-17,"2,681.52","2,681.52","2,681.52","2,681.52",0.45%
20-Dec-17,"2,669.55","2,669.55","2,669.55","2,669.55",-0.19%
19-Dec-17,"2,674.64","2,674.64","2,674.64","2,674.64",0.82%
15-Dec-17,"2,652.82","2,652.82","2,652.82","2,652.82",0.38%
14-Dec-17,"2,642.87","2,642.87","2,642.87","2,642.87",-0.06%
13-Dec-17,"2,644.46","2,644.46","2,644.46","2,644.46",0.74%
12-Dec-17,"2,625.08","2,625.08","2,625.08","2,625.08",-0.32%
11-Dec-17,"2,633.56","2,633.56","2,633.56","2,633.56",0.47%
08-Dec-17,"2,621.14","2,621.14","2,621.14","2,621.14",0.61%
07-Dec-17,"2,605.24","2,605.24","2,605.24","2,605.24",0.35%
06-Dec-17,"2,596.06","2,596.06","2,596.06","2,596.06",0.00%
05-Dec-17,"2,596.07","2,596.07","2,596.07","2,596.07",-0.20%
04-Dec-17,"2,601.25","2,601.25","2,601.25","2,601.25",0.62%
01-Dec-17,"2,585.25","2,585.25","2,585.25","2,585.25",-0.46%
30-Nov-17,"2,597.25","2,597.25","2,597.25","2,597.25",0.10%
29-Nov-17,"2,594.72","2,594.72","2,594.72","2,594.72",-0.18%
28-Nov-17,"2,599.52","2,599.52","2,599.52","2,599.52",-0.05%
27-Nov-17,"2,600.84","2,600.84","2,600.84","2,600.84",-0.33%
24-Nov-17,"2,609.36","2,609.36","2,609.36","2,609.36",0.47%
23-Nov-17,"2,597.09","2,597.09","2,597.09","2,597.09",0.36%
22-Nov-17,"2,587.84","2,587.84","2,587.84","2,587.84",-0.11%
21-Nov-17,"2,590.77","2,590.77","2,590.77","2,590.77",0.50%
20-Nov-17,"2,577.84","2,577.84","2,577.84","2,577.84",0.63%
17-Nov-17,"2,561.83","2,561.83","2,561.83","2,561.83",0.42%
16-Nov-17,"2,551.05","2,551.05","2,551.05","2,551.05",0.68%
15-Nov-17,"2,533.73","2,533.73","2,533.73","2,533.73",-0.28%
14-Nov-17,"2,540.97","2,540.97","2,540.97","2,540.97",0.13%
13-Nov-17,"2,537.63","2,537.63","2,537.63","2,537.63",0.01%
10-Nov-17,"2,537.33","2,537.33","2,537.33","2,537.33",-0.14%
09-Nov-17,"2,540.83","2,540.83","2,540.83","2,540.83",-0.41%
08-Nov-17,"2,551.27","2,551.27","2,551.27","2,551.27",0.19%
07-Nov-17,"2,546.46","2,546.46","2,546.46","2,546.46",-0.44%
06-Nov-17,"2,557.65","2,557.65","2,557.65","2,557.65",0.13%
03-Nov-17,"2,554.36","2,554.36","2,554.36","2,554.36",0.27%
02-Nov-17,"2,547.36","2,547.36","2,547.36","2,547.36",-0.29%
01-Nov-17,"2,554.89","2,554.89","2,554.89","2,554.89",0.31%
31-Oct-17,"2,546.92","2,546.92","2,546.92","2,546.92",0.59%
30-Oct-17,"2,532.00","2,532.00","2,532.00","2,532.00",0.05%
27-Oct-17,"2,530.64","2,530.64","2,530.64","2,530.64",-0.06%
26-Oct-17,"2,532.14","2,532.14","2,532.14","2,532.14",0.43%
25-Oct-17,"2,521.19","2,521.19","2,521.19","2,521.19",0.52%
24-Oct-17,"2,508.08","2,508.08","2,508.08","2,508.08",0.34%
23-Oct-17,"2,499.51","2,499.51","2,499.51","2,499.51",0.22%
20-Oct-17,"2,494.13","2,494.13","2,494.13","2,494.13",-0.13%
19-Oct-17,"2,497.34","2,497.34","2,497.34","2,497.34",-0.07%
18-Oct-17,"2,499.22","2,499.22","2,499.22","2,499.22",0.45%
17-Oct-17,"2,488.03","2,488.03","2,488.03","2,488.03",-0.21%
16-Oct-17,"2,493.34","2,493.34","2,493.34","2,493.34",-0.04%
13-Oct-17,"2,494.22","2,494.22","2,494.22","2,494.22",0.27%
12-Oct-17,"2,487.61","2,487.61","2,487.61","2,487.61",0.04%
11-Oct-17,"2,486.66","2,486.66","2,486.66","2,486.66",0.01%
10-Oct-17,"2,486.51","2,486.51","2,486.51","2,486.51",0.98%
09-Oct-17,"2,462.36","2,462.36","2,462.36","2,462.36",-0.24%
06-Oct-17,"2,468.21","2,468.21","2,468.21","2,468.21",-0.30%
05-Oct-17,"2,475.69","2,475.69","2,475.69","2,475.69",-0.11%
04-Oct-17,"2,478.30","2,478.30","2,478.30","2,478.30",0.77%
03-Oct-17,"2,459.31","2,459.31","2,459.31","2,459.31",0.34%
02-Oct-17,"2,450.99","2,450.99","2,450.99","2,450.99",-0.13%
29-Sep-17,"2,454.09","2,454.09","2,454.09","2,454.09",0.77%
28-Sep-17,"2,435.43","2,435.43","2,435.43","2,435.43",0.33%
27-Sep-17,"2,427.43","2,427.43","2,427.43","2,427.43",-0.19%
26-Sep-17,"2,431.98","2,431.98","2,431.98","2,431.98",0.04%
25-Sep-17,"2,431.11","2,431.11","2,431.11","2,431.11",-0.68%
22-Sep-17,"2,447.69","2,447.69","2,447.69","2,447.69",0.01%
21-Sep-17,"2,447.46","2,447.46","2,447.46","2,447.46",-0.40%
20-Sep-17,"2,457.21","2,457.21","2,457.21","2,457.21",-0.39%
19-Sep-17,"2,466.81","2,466.81","2,466.81","2,466.81",-0.08%
18-Sep-17,"2,468.89","2,468.89","2,468.89","2,468.89",0.20%
15-Sep-17,"2,464.08","2,464.08","2,464.08","2,464.08",0.24%
14-Sep-17,"2,458.09","2,458.09","2,458.09","2,458.09",-0.36%
13-Sep-17,"2,467.07","2,467.07","2,467.07","2,467.07",0.07%
12-Sep-17,"2,465.37","2,465.37","2,465.37","2,465.37",0.35%
11-Sep-17,"2,456.85","2,456.85","2,456.85","2,456.85",1.02%
08-Sep-17,"2,431.93","2,431.93","2,431.93","2,431.93",0.03%
07-Sep-17,"2,431.11","2,431.11","2,431.11","2,431.11",0.56%
06-Sep-17,"2,417.49","2,417.49","2,417.49","2,417.49",0.39%
05-Sep-17,"2,408.09","2,408.09","2,408.09","2,408.09",-0.28%
04-Sep-17,"2,414.91","2,414.91","2,414.91","2,414.91",-0.10%
01-Sep-17,"2,417.43","2,417.43","2,417.43","2,417.43",0.75%
31-Aug-17,"2,399.51","2,399.51","2,399.51","2,399.51",0.55%
30-Aug-17,"2,386.37","2,386.37","2,386.37","2,386.37",0.07%
29-Aug-17,"2,384.72","2,384.72","2,384.72","2,384.72",-0.12%
28-Aug-17,"2,387.54","2,387.54","2,387.54","2,387.54",0.04%
25-Aug-17,"2,386.64","2,386.64","2,386.64","2,386.64",0.34%
24-Aug-17,"2,378.62","2,378.62","2,378.62","2,378.62",0.49%
23-Aug-17,"2,367.02","2,367.02","2,367.02","2,367.02",-0.06%
22-Aug-17,"2,368.49","2,368.49","2,368.49","2,368.49",0.48%
21-Aug-17,"2,357.24","2,357.24","2,357.24","2,357.24",-0.01%
18-Aug-17,"2,357.36","2,357.36","2,357.36","2,357.36",-0.70%
17-Aug-17,"2,374.07","2,374.07","2,374.07","2,374.07",-0.53%
16-Aug-17,"2,386.67","2,386.67","2,386.67","2,386.67",0.57%
15-Aug-17,"2,373.11","2,373.11","2,373.11","2,373.11",-0.52%
14-Aug-17,"2,385.44","2,385.44","2,385.44","2,385.44",1.14%
11-Aug-17,"2,358.49","2,358.49","2,358.49","2,358.49",-0.35%
10-Aug-17,"2,366.87","2,366.87","2,366.87","2,366.87",-0.97%
09-Aug-17,"2,390.03","2,390.03","2,390.03","2,390.03",-0.44%
08-Aug-17,"2,400.71","2,400.71","2,400.71","2,400.71",0.15%
07-Aug-17,"2,397.10","2,397.10","2,397.10","2,397.10",0.30%
04-Aug-17,"2,389.87","2,389.87","2,389.87","2,389.87",0.48%
03-Aug-17,"2,378.39","2,378.39","2,378.39","2,378.39",0.83%
02-Aug-17,"2,358.90","2,358.90","2,358.90","2,358.90",-0.11%
01-Aug-17,"2,361.56","2,361.56","2,361.56","2,361.56",0.64%
31-Jul-17,"2,346.52","2,346.52","2,346.52","2,346.52",-0.10%
28-Jul-17,"2,348.79","2,348.79","2,348.79","2,348.79",0.08%
27-Jul-17,"2,346.89","2,346.89","2,346.89","2,346.89",0.59%
26-Jul-17,"2,333.11","2,333.11","2,333.11","2,333.11",-0.36%
25-Jul-17,"2,341.62","2,341.62","2,341.62","2,341.62",0.38%
24-Jul-17,"2,332.65","2,332.65","2,332.65","2,332.65",-0.34%
21-Jul-17,"2,340.62","2,340.62","2,340.62","2,340.62",-0.26%
20-Jul-17,"2,346.80","2,346.80","2,346.80","2,346.80",0.79%
19-Jul-17,"2,328.46","2,328.46","2,328.46","2,328.46",0.36%
18-Jul-17,"2,320.10","2,320.10","2,320.10","2,320.10",0.08%
17-Jul-17,"2,318.31","2,318.31","2,318.31","2,318.31",0.28%
14-Jul-17,"2,311.83","2,311.83","2,311.83","2,311.83",0.43%
13-Jul-17,"2,301.92","2,301.92","2,301.92","2,301.92",0.17%
12-Jul-17,"2,298.02","2,298.02","2,298.02","2,298.02",0.96%
11-Jul-17,"2,276.08","2,276.08","2,276.08","2,276.08",-0.24%
10-Jul-17,"2,281.48","2,281.48","2,281.48","2,281.48",0.20%
07-Jul-17,"2,276.99","2,276.99","2,276.99","2,276.99",0.10%
06-Jul-17,"2,274.76","2,274.76","2,274.76","2,274.76",-0.96%
05-Jul-17,"2,296.86","2,296.86","2,296.86","2,296.86",-0.44%
04-Jul-17,"2,306.91","2,306.91","2,306.91","2,306.91",-0.46%
03-Jul-17,"2,317.62","2,317.62","2,317.62","2,317.62",-0.10%
30-Jun-17,"2,319.93","2,319.93","2,319.93","2,319.93",0.50%
29-Jun-17,"2,308.35","2,308.35","2,308.35","2,308.35",-1.10%
28-Jun-17,"2,333.92","2,333.92","2,333.92","2,333.92",0.36%
27-Jun-17,"2,325.47","2,325.47","2,325.47","2,325.47",-0.36%
26-Jun-17,"2,333.77","2,333.77","2,333.77","2,333.77",0.15%
23-Jun-17,"2,330.19","2,330.19","2,330.19","2,330.19",0.14%
22-Jun-17,"2,326.89","2,326.89","2,326.89","2,326.89",0.06%
21-Jun-17,"2,325.45","2,325.45","2,325.45","2,325.45",0.18%
20-Jun-17,"2,321.28","2,321.28","2,321.28","2,321.28",-0.64%
19-Jun-17,"2,336.34","2,336.34","2,336.34","2,336.34",0.84%
16-Jun-17,"2,316.87","2,316.87","2,316.87","2,316.87",0.38%
15-Jun-17,"2,308.01","2,308.01","2,308.01","2,308.01",-1.13%
14-Jun-17,"2,334.33","2,334.33","2,334.33","2,334.33",0.55%
13-Jun-17,"2,321.67","2,321.67","2,321.67","2,321.67",1.03%
12-Jun-17,"2,298.10","2,298.10","2,298.10","2,298.10",-0.21%
09-Jun-17,"2,302.98","2,302.98","2,302.98","2,302.98",-0.18%
08-Jun-17,"2,307.24","2,307.24","2,307.24","2,307.24",-0.11%
07-Jun-17,"2,309.70","2,309.70","2,309.70","2,309.70",0.30%
06-Jun-17,"2,302.86","2,302.86","2,302.86","2,302.86",-0.85%
02-Jun-17,"2,322.55","2,322.55","2,322.55","2,322.55",0.98%
01-Jun-17,"2,300.04","2,300.04","2,300.04","2,300.04",0.72%
31-May-17,"2,283.58","2,283.58","2,283.58","2,283.58",0.47%
30-May-17,"2,272.80","2,272.80","2,272.80","2,272.80",0.10%
29-May-17,"2,270.50","2,270.50","2,270.50","2,270.50",0.05%
26-May-17,"2,269.46","2,269.46","2,269.46","2,269.46",-0.06%
25-May-17,"2,270.75","2,270.75","2,270.75","2,270.75",0.41%
24-May-17,"2,261.43","2,261.43","2,261.43","2,261.43",-0.45%
23-May-17,"2,271.68","2,271.68","2,271.68","2,271.68",-0.19%
22-May-17,"2,276.09","2,276.09","2,276.09","2,276.09",0.71%
19-May-17,"2,259.95","2,259.95","2,259.95","2,259.95",0.74%
18-May-17,"2,243.26","2,243.26","2,243.26","2,243.26",-0.09%
17-May-17,"2,245.23","2,245.23","2,245.23","2,245.23",-1.09%
16-May-17,"2,270.00","2,270.00","2,270.00","2,270.00",0.31%
15-May-17,"2,262.98","2,262.98","2,262.98","2,262.98",-0.26%
11-May-17,"2,268.80","2,268.80","2,268.80","2,268.80",-0.25%
10-May-17,"2,274.58","2,274.58","2,274.58","2,274.58",-0.03%
09-May-17,"2,275.35","2,275.35","2,275.35","2,275.35",0.62%
08-May-17,"2,261.39","2,261.39","2,261.39","2,261.39",-0.41%
05-May-17,"2,270.71","2,270.71","2,270.71","2,270.71",0.72%
04-May-17,"2,254.50","2,254.50","2,254.50","2,254.50",0.49%
03-May-17,"2,243.56","2,243.56","2,243.56","2,243.56",-0.05%
02-May-17,"2,244.77","2,244.77","2,244.77","2,244.77",0.32%
01-May-17,"2,237.51","2,237.51","2,237.51","2,237.51",0.19%
28-Apr-17,"2,233.17","2,233.17","2,233.17","2,233.17",-0.03%
27-Apr-17,"2,233.75","2,233.75","2,233.75","2,233.75",-0.11%
26-Apr-17,"2,236.13","2,236.13","2,236.13","2,236.13",0.94%
25-Apr-17,"2,215.34","2,215.34","2,215.34","2,215.34",1.38%
24-Apr-17,"2,185.25","2,185.25","2,185.25","2,185.25",1.86%
21-Apr-17,"2,145.30","2,145.30","2,145.30","2,145.30",-0.50%
20-Apr-17,"2,156.10","2,156.10","2,156.10","2,156.10",0.93%
19-Apr-17,"2,136.23","2,136.23","2,136.23","2,136.23",-0.12%
18-Apr-17,"2,138.70","2,138.70","2,138.70","2,138.70",-0.49%
17-Apr-17,"2,149.30","2,149.30","2,149.30","2,149.30",0.56%
14-Apr-17,"2,137.31","2,137.31","2,137.31","2,137.31",-0.03%
13-Apr-17,"2,137.98","2,137.98","2,137.98","2,137.98",-0.12%
12-Apr-17,"2,140.47","2,140.47","2,140.47","2,140.47",0.08%
11-Apr-17,"2,138.81","2,138.81","2,138.81","2,138.81",0.21%
