Date,Price,Open,High,Low,Change %
11-Oct-21,"4,493.12","4,493.12","4,493.12","4,493.12",0.23%
08-Oct-21,"4,482.99","4,482.99","4,482.99","4,482.99",-0.45%
07-Oct-21,"4,503.14","4,503.14","4,503.14","4,503.14",2.32%
06-Oct-21,"4,401.17","4,401.17","4,401.17","4,401.17",-1.00%
05-Oct-21,"4,445.83","4,445.83","4,445.83","4,445.83",0.58%
04-Oct-21,"4,420.10","4,420.10","4,420.10","4,420.10",-0.61%
01-Oct-21,"4,447.10","4,447.10","4,447.10","4,447.10",1.14%
30-Sep-21,"4,397.16","4,397.16","4,397.16","4,397.16",-1.04%
29-Sep-21,"4,443.52","4,443.52","4,443.52","4,443.52",-0.03%
28-Sep-21,"4,444.97","4,444.97","4,444.97","4,444.97",-2.04%
27-Sep-21,"4,537.35","4,537.35","4,537.35","4,537.35",0.13%
24-Sep-21,"4,531.50","4,531.50","4,531.50","4,531.50",-0.70%
23-Sep-21,"4,563.23","4,563.23","4,563.23","4,563.23",1.52%
22-Sep-21,"4,495.04","4,495.04","4,495.04","4,495.04",1.77%
21-Sep-21,"4,416.90","4,416.90","4,416.90","4,416.90",0.60%
20-Sep-21,"4,390.66","4,390.66","4,390.66","4,390.66",-2.16%
17-Sep-21,"4,487.55","4,487.55","4,487.55","4,487.55",0.05%
16-Sep-21,"4,485.36","4,485.36","4,485.36","4,485.36",-0.46%
15-Sep-21,"4,506.05","4,506.05","4,506.05","4,506.05",-1.59%
14-Sep-21,"4,578.78","4,578.78","4,578.78","4,578.78",-0.91%
13-Sep-21,"4,620.84","4,620.84","4,620.84","4,620.84",-0.11%
10-Sep-21,"4,625.97","4,625.97","4,625.97","4,625.97",0.26%
09-Sep-21,"4,613.96","4,613.96","4,613.96","4,613.96",0.86%
08-Sep-21,"4,574.58","4,574.58","4,574.58","4,574.58",-1.08%
07-Sep-21,"4,624.66","4,624.66","4,624.66","4,624.66",0.49%
06-Sep-21,"4,601.95","4,601.95","4,601.95","4,601.95",0.57%
03-Sep-21,"4,575.81","4,575.81","4,575.81","4,575.81",-0.91%
02-Sep-21,"4,618.06","4,618.06","4,618.06","4,618.06",0.32%
01-Sep-21,"4,603.49","4,603.49","4,603.49","4,603.49",1.23%
31-Aug-21,"4,547.44","4,547.44","4,547.44","4,547.44",-0.01%
30-Aug-21,"4,548.02","4,548.02","4,548.02","4,548.02",0.29%
27-Aug-21,"4,534.87","4,534.87","4,534.87","4,534.87",0.83%
26-Aug-21,"4,497.38","4,497.38","4,497.38","4,497.38",-0.82%
25-Aug-21,"4,534.44","4,534.44","4,534.44","4,534.44",0.04%
24-Aug-21,"4,532.41","4,532.41","4,532.41","4,532.41",0.95%
23-Aug-21,"4,489.74","4,489.74","4,489.74","4,489.74",2.47%
20-Aug-21,"4,381.43","4,381.43","4,381.43","4,381.43",0.41%
19-Aug-21,"4,363.46","4,363.46","4,363.46","4,363.46",-3.66%
18-Aug-21,"4,529.41","4,529.41","4,529.41","4,529.41",-1.26%
17-Aug-21,"4,587.03","4,587.03","4,587.03","4,587.03",-1.98%
16-Aug-21,"4,679.58","4,679.58","4,679.58","4,679.58",-1.70%
13-Aug-21,"4,760.73","4,760.73","4,760.73","4,760.73",-0.12%
12-Aug-21,"4,766.53","4,766.53","4,766.53","4,766.53",0.06%
11-Aug-21,"4,763.48","4,763.48","4,763.48","4,763.48",0.19%
10-Aug-21,"4,754.31","4,754.31","4,754.31","4,754.31",0.24%
09-Aug-21,"4,742.91","4,742.91","4,742.91","4,742.91",-0.28%
06-Aug-21,"4,756.36","4,756.36","4,756.36","4,756.36",-0.29%
05-Aug-21,"4,770.00","4,770.00","4,770.00","4,770.00",0.72%
04-Aug-21,"4,735.80","4,735.80","4,735.80","4,735.80",-0.29%
03-Aug-21,"4,749.47","4,749.47","4,749.47","4,749.47",-0.28%
02-Aug-21,"4,762.64","4,762.64","4,762.64","4,762.64",0.96%
30-Jul-21,"4,717.35","4,717.35","4,717.35","4,717.35",-0.54%
29-Jul-21,"4,743.01","4,743.01","4,743.01","4,743.01",1.49%
28-Jul-21,"4,673.29","4,673.29","4,673.29","4,673.29",0.80%
27-Jul-21,"4,636.02","4,636.02","4,636.02","4,636.02",-1.08%
26-Jul-21,"4,686.71","4,686.71","4,686.71","4,686.71",0.41%
23-Jul-21,"4,667.73","4,667.73","4,667.73","4,667.73",1.22%
22-Jul-21,"4,611.52","4,611.52","4,611.52","4,611.52",0.26%
21-Jul-21,"4,599.41","4,599.41","4,599.41","4,599.41",1.53%
20-Jul-21,"4,530.01","4,530.01","4,530.01","4,530.01",1.18%
19-Jul-21,"4,477.04","4,477.04","4,477.04","4,477.04",-2.03%
16-Jul-21,"4,569.95","4,569.95","4,569.95","4,569.95",-1.36%
15-Jul-21,"4,632.94","4,632.94","4,632.94","4,632.94",-0.89%
14-Jul-21,"4,674.64","4,674.64","4,674.64","4,674.64",-0.09%
13-Jul-21,"4,678.93","4,678.93","4,678.93","4,678.93",-0.48%
12-Jul-21,"4,701.52","4,701.52","4,701.52","4,701.52",0.82%
09-Jul-21,"4,663.47","4,663.47","4,663.47","4,663.47",1.98%
08-Jul-21,"4,572.74","4,572.74","4,572.74","4,572.74",-1.56%
07-Jul-21,"4,645.22","4,645.22","4,645.22","4,645.22",-0.20%
06-Jul-21,"4,654.72","4,654.72","4,654.72","4,654.72",-1.32%
05-Jul-21,"4,716.97","4,716.97","4,716.97","4,716.97",0.01%
02-Jul-21,"4,716.52","4,716.52","4,716.52","4,716.52",-0.02%
01-Jul-21,"4,717.54","4,717.54","4,717.54","4,717.54",0.33%
30-Jun-21,"4,702.24","4,702.24","4,702.24","4,702.24",-0.61%
29-Jun-21,"4,730.89","4,730.89","4,730.89","4,730.89",0.06%
28-Jun-21,"4,728.04","4,728.04","4,728.04","4,728.04",-1.00%
25-Jun-21,"4,775.58","4,775.58","4,775.58","4,775.58",0.90%
24-Jun-21,"4,732.84","4,732.84","4,732.84","4,732.84",0.91%
23-Jun-21,"4,690.25","4,690.25","4,690.25","4,690.25",0.04%
22-Jun-21,"4,688.33","4,688.33","4,688.33","4,688.33",0.07%
21-Jun-21,"4,685.17","4,685.17","4,685.17","4,685.17",1.41%
18-Jun-21,"4,620.17","4,620.17","4,620.17","4,620.17",-1.62%
17-Jun-21,"4,696.02","4,696.02","4,696.02","4,696.02",-0.62%
16-Jun-21,"4,725.14","4,725.14","4,725.14","4,725.14",0.06%
15-Jun-21,"4,722.52","4,722.52","4,722.52","4,722.52",-0.12%
14-Jun-21,"4,728.21","4,728.21","4,728.21","4,728.21",-0.22%
11-Jun-21,"4,738.48","4,738.48","4,738.48","4,738.48",0.56%
10-Jun-21,"4,712.30","4,712.30","4,712.30","4,712.30",-0.33%
09-Jun-21,"4,727.75","4,727.75","4,727.75","4,727.75",-0.37%
08-Jun-21,"4,745.32","4,745.32","4,745.32","4,745.32",0.10%
07-Jun-21,"4,740.38","4,740.38","4,740.38","4,740.38",0.68%
04-Jun-21,"4,708.15","4,708.15","4,708.15","4,708.15",0.50%
03-Jun-21,"4,684.53","4,684.53","4,684.53","4,684.53",-1.17%
02-Jun-21,"4,739.98","4,739.98","4,739.98","4,739.98",-0.13%
01-Jun-21,"4,746.21","4,746.21","4,746.21","4,746.21",0.80%
31-May-21,"4,708.32","4,708.32","4,708.32","4,708.32",0.09%
28-May-21,"4,704.29","4,704.29","4,704.29","4,704.29",0.14%
27-May-21,"4,697.66","4,697.66","4,697.66","4,697.66",0.54%
26-May-21,"4,672.61","4,672.61","4,672.61","4,672.61",1.36%
25-May-21,"4,609.69","4,609.69","4,609.69","4,609.69",0.96%
24-May-21,"4,566.06","4,566.06","4,566.06","4,566.06",1.18%
21-May-21,"4,512.60","4,512.60","4,512.60","4,512.60",0.38%
20-May-21,"4,495.41","4,495.41","4,495.41","4,495.41",1.18%
19-May-21,"4,442.87","4,442.87","4,442.87","4,442.87",-1.32%
18-May-21,"4,502.14","4,502.14","4,502.14","4,502.14",0.39%
17-May-21,"4,484.59","4,484.59","4,484.59","4,484.59",-0.03%
14-May-21,"4,485.81","4,485.81","4,485.81","4,485.81",2.48%
13-May-21,"4,377.23","4,377.23","4,377.23","4,377.23",-0.13%
12-May-21,"4,383.03","4,383.03","4,383.03","4,383.03",-1.78%
11-May-21,"4,462.58","4,462.58","4,462.58","4,462.58",-1.60%
10-May-21,"4,535.26","4,535.26","4,535.26","4,535.26",-0.90%
07-May-21,"4,576.46","4,576.46","4,576.46","4,576.46",1.53%
06-May-21,"4,507.33","4,507.33","4,507.33","4,507.33",-0.12%
05-May-21,"4,512.92","4,512.92","4,512.92","4,512.92",0.27%
04-May-21,"4,500.93","4,500.93","4,500.93","4,500.93",-1.36%
03-May-21,"4,563.19","4,563.19","4,563.19","4,563.19",0.11%
30-Apr-21,"4,558.05","4,558.05","4,558.05","4,558.05",-0.38%
29-Apr-21,"4,575.28","4,575.28","4,575.28","4,575.28",-0.08%
28-Apr-21,"4,579.11","4,579.11","4,579.11","4,579.11",0.03%
27-Apr-21,"4,577.74","4,577.74","4,577.74","4,577.74",-0.11%
26-Apr-21,"4,582.88","4,582.88","4,582.88","4,582.88",0.29%
23-Apr-21,"4,569.56","4,569.56","4,569.56","4,569.56",0.58%
22-Apr-21,"4,543.16","4,543.16","4,543.16","4,543.16",0.20%
21-Apr-21,"4,534.13","4,534.13","4,534.13","4,534.13",1.74%
20-Apr-21,"4,456.43","4,456.43","4,456.43","4,456.43",-1.70%
19-Apr-21,"4,533.29","4,533.29","4,533.29","4,533.29",-0.80%
16-Apr-21,"4,569.80","4,569.80","4,569.80","4,569.80",0.89%
15-Apr-21,"4,529.29","4,529.29","4,529.29","4,529.29",0.27%
14-Apr-21,"4,517.16","4,517.16","4,517.16","4,517.16",0.38%
13-Apr-21,"4,500.03","4,500.03","4,500.03","4,500.03",1.00%
12-Apr-21,"4,455.59","4,455.59","4,455.59","4,455.59",0.47%
09-Apr-21,"4,434.66","4,434.66","4,434.66","4,434.66",0.22%
08-Apr-21,"4,424.75","4,424.75","4,424.75","4,424.75",0.70%
07-Apr-21,"4,394.14","4,394.14","4,394.14","4,394.14",-0.57%
06-Apr-21,"4,419.46","4,419.46","4,419.46","4,419.46",1.18%
05-Apr-21,"4,368.13","4,368.13","4,368.13","4,368.13",1.06%
02-Apr-21,"4,322.18","4,322.18","4,322.18","4,322.18",0.02%
01-Apr-21,"4,321.22","4,321.22","4,321.22","4,321.22",0.55%
31-Mar-21,"4,297.66","4,297.66","4,297.66","4,297.66",0.00%
30-Mar-21,"4,297.76","4,297.76","4,297.76","4,297.76",2.03%
29-Mar-21,"4,212.12","4,212.12","4,212.12","4,212.12",-0.39%
26-Mar-21,"4,228.80","4,228.80","4,228.80","4,228.80",0.56%
25-Mar-21,"4,205.40","4,205.40","4,205.40","4,205.40",0.49%
24-Mar-21,"4,184.72","4,184.72","4,184.72","4,184.72",-1.76%
23-Mar-21,"4,259.60","4,259.60","4,259.60","4,259.60",-2.15%
22-Mar-21,"4,353.27","4,353.27","4,353.27","4,353.27",0.45%
19-Mar-21,"4,333.95","4,333.95","4,333.95","4,333.95",-1.21%
18-Mar-21,"4,386.95","4,386.95","4,386.95","4,386.95",-0.48%
17-Mar-21,"4,408.08","4,408.08","4,408.08","4,408.08",1.09%
16-Mar-21,"4,360.76","4,360.76","4,360.76","4,360.76",-0.32%
15-Mar-21,"4,374.81","4,374.81","4,374.81","4,374.81",0.86%
12-Mar-21,"4,337.30","4,337.30","4,337.30","4,337.30",-0.06%
11-Mar-21,"4,339.91","4,339.91","4,339.91","4,339.91",1.61%
10-Mar-21,"4,270.94","4,270.94","4,270.94","4,270.94",0.89%
09-Mar-21,"4,233.39","4,233.39","4,233.39","4,233.39",2.18%
08-Mar-21,"4,142.90","4,142.90","4,142.90","4,142.90",0.49%
05-Mar-21,"4,122.69","4,122.69","4,122.69","4,122.69",-1.12%
04-Mar-21,"4,169.38","4,169.38","4,169.38","4,169.38",-1.78%
03-Mar-21,"4,244.93","4,244.93","4,244.93","4,244.93",-0.11%
02-Mar-21,"4,249.53","4,249.53","4,249.53","4,249.53",-0.30%
01-Mar-21,"4,262.35","4,262.35","4,262.35","4,262.35",1.67%
26-Feb-21,"4,192.50","4,192.50","4,192.50","4,192.50",-1.07%
25-Feb-21,"4,237.81","4,237.81","4,237.81","4,237.81",-1.33%
24-Feb-21,"4,295.07","4,295.07","4,295.07","4,295.07",0.94%
23-Feb-21,"4,255.03","4,255.03","4,255.03","4,255.03",0.28%
22-Feb-21,"4,243.24","4,243.24","4,243.24","4,243.24",-0.90%
19-Feb-21,"4,281.65","4,281.65","4,281.65","4,281.65",1.00%
18-Feb-21,"4,239.23","4,239.23","4,239.23","4,239.23",0.32%
17-Feb-21,"4,225.87","4,225.87","4,225.87","4,225.87",-1.04%
16-Feb-21,"4,270.40","4,270.40","4,270.40","4,270.40",0.25%
15-Feb-21,"4,259.77","4,259.77","4,259.77","4,259.77",0.78%
12-Feb-21,"4,226.64","4,226.64","4,226.64","4,226.64",0.02%
11-Feb-21,"4,225.92","4,225.92","4,225.92","4,225.92",0.41%
10-Feb-21,"4,208.49","4,208.49","4,208.49","4,208.49",-0.68%
09-Feb-21,"4,237.18","4,237.18","4,237.18","4,237.18",0.31%
08-Feb-21,"4,223.98","4,223.98","4,223.98","4,223.98",0.67%
05-Feb-21,"4,195.87","4,195.87","4,195.87","4,195.87",1.64%
04-Feb-21,"4,128.00","4,128.00","4,128.00","4,128.00",0.83%
03-Feb-21,"4,094.09","4,094.09","4,094.09","4,094.09",0.27%
02-Feb-21,"4,082.87","4,082.87","4,082.87","4,082.87",2.46%
01-Feb-21,"3,984.86","3,984.86","3,984.86","3,984.86",1.08%
29-Jan-21,"3,942.35","3,942.35","3,942.35","3,942.35",-2.01%
28-Jan-21,"4,023.30","4,023.30","4,023.30","4,023.30",1.04%
27-Jan-21,"3,982.00","3,982.00","3,982.00","3,982.00",-1.99%
26-Jan-21,"4,062.79","4,062.79","4,062.79","4,062.79",0.45%
25-Jan-21,"4,044.77","4,044.77","4,044.77","4,044.77",-0.92%
22-Jan-21,"4,082.47","4,082.47","4,082.47","4,082.47",-0.31%
21-Jan-21,"4,095.16","4,095.16","4,095.16","4,095.16",0.21%
20-Jan-21,"4,086.42","4,086.42","4,086.42","4,086.42",1.60%
19-Jan-21,"4,022.12","4,022.12","4,022.12","4,022.12",-0.19%
18-Jan-21,"4,029.89","4,029.89","4,029.89","4,029.89",0.35%
15-Jan-21,"4,015.80","4,015.80","4,015.80","4,015.80",-1.75%
14-Jan-21,"4,087.44","4,087.44","4,087.44","4,087.44",-0.17%
13-Jan-21,"4,094.30","4,094.30","4,094.30","4,094.30",-0.37%
12-Jan-21,"4,109.35","4,109.35","4,109.35","4,109.35",0.61%
11-Jan-21,"4,084.55","4,084.55","4,084.55","4,084.55",-1.86%
08-Jan-21,"4,162.10","4,162.10","4,162.10","4,162.10",1.37%
07-Jan-21,"4,105.69","4,105.69","4,105.69","4,105.69",1.77%
06-Jan-21,"4,034.32","4,034.32","4,034.32","4,034.32",0.39%
05-Jan-21,"4,018.61","4,018.61","4,018.61","4,018.61",-0.07%
04-Jan-21,"4,021.46","4,021.46","4,021.46","4,021.46",-0.34%
31-Dec-20,"4,035.06","4,035.06","4,035.06","4,035.06",-0.24%
30-Dec-20,"4,044.66","4,044.66","4,044.66","4,044.66",0.86%
29-Dec-20,"4,010.25","4,010.25","4,010.25","4,010.25",0.76%
28-Dec-20,"3,980.14","3,980.14","3,980.14","3,980.14",0.80%
25-Dec-20,"3,948.67","3,948.67","3,948.67","3,948.67",0.00%
24-Dec-20,"3,948.77","3,948.77","3,948.77","3,948.77",0.32%
23-Dec-20,"3,936.34","3,936.34","3,936.34","3,936.34",0.75%
22-Dec-20,"3,907.16","3,907.16","3,907.16","3,907.16",-0.24%
21-Dec-20,"3,916.52","3,916.52","3,916.52","3,916.52",-1.92%
18-Dec-20,"3,993.07","3,993.07","3,993.07","3,993.07",-0.18%
17-Dec-20,"4,000.25","4,000.25","4,000.25","4,000.25",1.32%
16-Dec-20,"3,948.01","3,948.01","3,948.01","3,948.01",0.32%
15-Dec-20,"3,935.57","3,935.57","3,935.57","3,935.57",1.06%
14-Dec-20,"3,894.11","3,894.11","3,894.11","3,894.11",0.72%
11-Dec-20,"3,866.10","3,866.10","3,866.10","3,866.10",-0.85%
10-Dec-20,"3,899.41","3,899.41","3,899.41","3,899.41",0.27%
09-Dec-20,"3,888.97","3,888.97","3,888.97","3,888.97",-0.68%
08-Dec-20,"3,915.60","3,915.60","3,915.60","3,915.60",-0.02%
07-Dec-20,"3,916.54","3,916.54","3,916.54","3,916.54",0.30%
04-Dec-20,"3,904.98","3,904.98","3,904.98","3,904.98",0.40%
03-Dec-20,"3,889.48","3,889.48","3,889.48","3,889.48",1.46%
02-Dec-20,"3,833.68","3,833.68","3,833.68","3,833.68",0.06%
01-Dec-20,"3,831.51","3,831.51","3,831.51","3,831.51",1.56%
30-Nov-20,"3,772.79","3,772.79","3,772.79","3,772.79",-1.28%
27-Nov-20,"3,821.69","3,821.69","3,821.69","3,821.69",0.38%
26-Nov-20,"3,807.23","3,807.23","3,807.23","3,807.23",-0.33%
25-Nov-20,"3,819.92","3,819.92","3,819.92","3,819.92",0.40%
24-Nov-20,"3,804.76","3,804.76","3,804.76","3,804.76",2.27%
23-Nov-20,"3,720.22","3,720.22","3,720.22","3,720.22",0.77%
20-Nov-20,"3,691.67","3,691.67","3,691.67","3,691.67",-0.17%
19-Nov-20,"3,697.93","3,697.93","3,697.93","3,697.93",-0.16%
18-Nov-20,"3,704.01","3,704.01","3,704.01","3,704.01",0.66%
17-Nov-20,"3,679.83","3,679.83","3,679.83","3,679.83",1.18%
16-Nov-20,"3,636.94","3,636.94","3,636.94","3,636.94",1.95%
13-Nov-20,"3,567.41","3,567.41","3,567.41","3,567.41",0.78%
12-Nov-20,"3,539.79","3,539.79","3,539.79","3,539.79",-1.38%
11-Nov-20,"3,589.50","3,589.50","3,589.50","3,589.50",0.54%
10-Nov-20,"3,570.34","3,570.34","3,570.34","3,570.34",0.53%
09-Nov-20,"3,551.35","3,551.35","3,551.35","3,551.35",4.85%
06-Nov-20,"3,387.01","3,387.01","3,387.01","3,387.01",0.34%
05-Nov-20,"3,375.57","3,375.57","3,375.57","3,375.57",3.19%
04-Nov-20,"3,271.27","3,271.27","3,271.27","3,271.27",1.65%
03-Nov-20,"3,218.28","3,218.28","3,218.28","3,218.28",2.90%
02-Nov-20,"3,127.64","3,127.64","3,127.64","3,127.64",1.47%
30-Oct-20,"3,082.30","3,082.30","3,082.30","3,082.30",-1.09%
29-Oct-20,"3,116.21","3,116.21","3,116.21","3,116.21",-0.04%
28-Oct-20,"3,117.47","3,117.47","3,117.47","3,117.47",-3.89%
27-Oct-20,"3,243.80","3,243.80","3,243.80","3,243.80",-0.49%
26-Oct-20,"3,259.76","3,259.76","3,259.76","3,259.76",-1.87%
23-Oct-20,"3,321.85","3,321.85","3,321.85","3,321.85",0.40%
22-Oct-20,"3,308.55","3,308.55","3,308.55","3,308.55",0.91%
21-Oct-20,"3,278.68","3,278.68","3,278.68","3,278.68",-0.27%
20-Oct-20,"3,287.69","3,287.69","3,287.69","3,287.69",0.49%
19-Oct-20,"3,271.65","3,271.65","3,271.65","3,271.65",-0.25%
16-Oct-20,"3,279.72","3,279.72","3,279.72","3,279.72",1.63%
15-Oct-20,"3,227.26","3,227.26","3,227.26","3,227.26",-1.39%
14-Oct-20,"3,272.63","3,272.63","3,272.63","3,272.63",-0.29%
13-Oct-20,"3,282.23","3,282.23","3,282.23","3,282.23",-0.66%
12-Oct-20,"3,303.96","3,303.96","3,303.96","3,303.96",0.80%
09-Oct-20,"3,277.61","3,277.61","3,277.61","3,277.61",0.71%
08-Oct-20,"3,254.35","3,254.35","3,254.35","3,254.35",0.00%
07-Oct-20,"3,254.43","3,254.43","3,254.43","3,254.43",1.13%
06-Oct-20,"3,217.98","3,217.98","3,217.98","3,217.98",-0.41%
